inv_date_sk,inv_item_sk,inv_warehouse_sk,inv_quantity_on_hand
2450815,10234,1,924
2450815,10237,1,574
2450815,10238,1,724
2450815,10240,1,
2450815,10243,1,896
2450815,10244,1,149
2450815,10246,1,846
2450815,10249,1,917
2450815,10250,1,
2450815,10252,1,665
2450815,10255,1,574
2450815,10256,1,589
2450815,10258,1,110
2450815,10261,1,745
2450815,10262,1,9
2450815,10264,1,552
2450815,10267,1,537
2450815,10268,1,901
2450815,10270,1,29
2450815,10273,1,600
2450815,10274,1,139
2450815,10276,1,110
2450815,10279,1,963
2450815,10280,1,691
2450815,10282,1,618
2450815,10285,1,
2450815,10286,1,405
2450815,10288,1,24
2450815,10291,1,656
2450815,10292,1,588
2450815,10294,1,305
2450815,10297,1,138
2450815,10298,1,813
2450815,10300,1,899
2450815,10303,1,928
2450815,10304,1,540
2450815,10306,1,275
2450815,10309,1,206
2450815,10310,1,885
2450815,10312,1,732
2450815,10315,1,552
2450815,10316,1,547
2450815,10318,1,745
2450815,10321,1,10
2450815,10322,1,18
2450815,10324,1,211
2450815,10327,1,236
2450815,10328,1,711
2450815,10330,1,511
2450815,10333,1,668
2450815,10334,1,401
2450815,10336,1,863
2450815,10339,1,336
2450815,10340,1,162
2450815,10342,1,774
2450815,10345,1,699
2450815,10346,1,403
2450815,10348,1,464
2450815,10351,1,592
2450815,10352,1,752
2450815,10354,1,443
2450815,10357,1,180
2450815,10358,1,312
2450815,10360,1,147
2450815,10363,1,7
2450815,10364,1,208
2450815,10366,1,797
2450815,10369,1,116
2450815,10370,1,206
2450815,10372,1,27
2450815,10375,1,306
2450815,10376,1,423
2450815,10378,1,993
2450815,10381,1,984
2450815,10382,1,115
2450815,10384,1,265
2450815,10387,1,484
2450815,10388,1,144
2450815,10390,1,685
2450815,10393,1,532
2450815,10394,1,473
2450815,10396,1,406
2450815,10399,1,528
2450815,10400,1,283
2450815,10402,1,975
2450815,10405,1,
2450815,10406,1,898
2450815,10408,1,927
2450815,10411,1,155
2450815,10412,1,329
2450815,10414,1,894
2450815,10417,1,237
2450815,10418,1,979
2450815,10420,1,
2450815,10423,1,305
2450815,10424,1,330
2450815,10426,1,305
2450815,10429,1,60
2450815,10430,1,
2450815,10432,1,842
2450815,10435,1,955
2450815,10436,1,
2450815,10438,1,
2450815,10441,1,184
2450815,10442,1,914
2450815,10444,1,594
2450815,10447,1,886
2450815,10448,1,
2450815,10450,1,191
2450815,10453,1,304
2450815,10454,1,101
2450815,10456,1,
2450815,10459,1,55
2450815,10460,1,885
2450815,10462,1,381
2450815,10465,1,315
2450815,10466,1,592
2450815,10468,1,296
2450815,10471,1,138
2450815,10472,1,146
2450815,10474,1,19
2450815,10477,1,312
2450815,10478,1,205
2450815,10480,1,659
2450815,10483,1,952
2450815,10484,1,86
2450815,10486,1,38
2450815,10489,1,433
2450815,10490,1,510
2450815,10492,1,570
2450815,10495,1,257
2450815,10496,1,442
2450815,10498,1,681
2450815,10501,1,991
2450815,10502,1,196
2450815,10504,1,676
2450815,10507,1,5
2450815,10508,1,276
2450815,10510,1,177
2450815,10513,1,692
2450815,10514,1,296
2450815,10516,1,471
2450815,10519,1,295
2450815,10520,1,651
2450815,10522,1,632
2450815,10525,1,
2450815,10526,1,99
2450815,10528,1,212
2450815,10531,1,502
2450815,10532,1,471
2450815,10534,1,92
2450815,10537,1,545
2450815,10538,1,190
2450815,10540,1,635
2450815,10543,1,661
2450815,10544,1,49
2450815,10546,1,467
2450815,10549,1,699
2450815,10550,1,
2450815,10552,1,17
2450815,10555,1,597
2450815,10556,1,304
2450815,10558,1,238
2450815,10561,1,645
2450815,10562,1,928
2450815,10564,1,440
2450815,10567,1,837
2450815,10568,1,351
2450815,10570,1,366
2450815,10573,1,622
2450815,10574,1,390
2450815,10576,1,
2450815,10579,1,112
2450815,10580,1,843
2450815,10582,1,191
2450815,10585,1,530
2450815,10586,1,608
2450815,10588,1,383
2450815,10591,1,363
2450815,10592,1,778
2450815,10594,1,552
2450815,10597,1,951
2450815,10598,1,101
2450815,10600,1,425
2450815,10603,1,358
2450815,10604,1,
2450815,10606,1,346
2450815,10609,1,143
2450815,10610,1,113
2450815,10612,1,561
2450815,10615,1,563
2450815,10616,1,24
2450815,10618,1,94
2450815,10621,1,670
2450815,10622,1,439
2450815,10624,1,600
2450815,10627,1,633
2450815,10628,1,814
2450815,10630,1,942
2450815,10633,1,32
2450815,10634,1,205
2450815,10636,1,719
2450815,10639,1,448
2450815,10640,1,659
2450815,10642,1,281
2450815,10645,1,
2450815,10646,1,
2450815,10648,1,322
2450815,10651,1,770
2450815,10652,1,707
2450815,10654,1,776
2450815,10657,1,878
2450815,10658,1,722
2450815,10660,1,41
2450815,10663,1,279
2450815,10664,1,444
2450815,10666,1,605
2450815,10669,1,902
2450815,10670,1,932
2450815,10672,1,524
2450815,10675,1,713
2450815,10676,1,404
2450815,10678,1,616
2450815,10681,1,693
2450815,10682,1,289
2450815,10684,1,696
2450815,10687,1,669
2450815,10688,1,48
2450815,10690,1,102
2450815,10693,1,36
2450815,10694,1,34
2450815,10696,1,518
2450815,10699,1,577
2450815,10700,1,500
2450815,10702,1,414
2450815,10705,1,918
2450815,10706,1,225
2450815,10708,1,750
2450815,10711,1,123
2450815,10712,1,672
2450815,10714,1,684
2450815,10717,1,595
2450815,10718,1,
2450815,10720,1,335
2450815,10723,1,249
2450815,10724,1,722
2450815,10726,1,22
2450815,10729,1,376
2450815,10730,1,203
2450815,10732,1,884
2450815,10735,1,799
2450815,10736,1,532
2450815,10738,1,452
2450815,10741,1,680
2450815,10742,1,718
2450815,10744,1,822
2450815,10747,1,455
2450815,10748,1,535
2450815,10750,1,559
2450815,10753,1,675
2450815,10754,1,
2450815,10756,1,794
2450815,10759,1,585
2450815,10760,1,712
2450815,10762,1,
2450815,10765,1,232
2450815,10766,1,
2450815,10768,1,780
2450815,10771,1,77
2450815,10772,1,734
2450815,10774,1,282
2450815,10777,1,141
2450815,10778,1,19
2450815,10780,1,219
2450815,10783,1,331
2450815,10784,1,606
2450815,10786,1,365
2450815,10789,1,950
2450815,10790,1,187
2450815,10792,1,
2450815,10795,1,280
2450815,10796,1,645
2450815,10798,1,456
2450815,10801,1,945
2450815,10802,1,961
2450815,10804,1,828
2450815,10807,1,80
2450815,10808,1,618
2450815,10810,1,975
2450815,10813,1,819
2450815,10814,1,765
2450815,10816,1,231
2450815,10819,1,372
2450815,10820,1,28
2450815,10822,1,849
2450815,10825,1,746
2450815,10826,1,531
2450815,10828,1,661
2450815,10831,1,837
2450815,10832,1,577
2450815,10834,1,38
2450815,10837,1,261
2450815,10838,1,
2450815,10840,1,327
2450815,10843,1,536
2450815,10844,1,216
2450815,10846,1,121
2450815,10849,1,564
2450815,10850,1,227
2450815,10852,1,571
2450815,10855,1,505
2450815,10856,1,644
2450815,10858,1,189
2450815,10861,1,674
2450815,10862,1,243
2450815,10864,1,17
2450815,10867,1,
2450815,10868,1,68
2450815,10870,1,600
2450815,10873,1,510
2450815,10874,1,66
2450815,10876,1,247
2450815,10879,1,268
2450815,10880,1,41
2450815,10882,1,251
2450815,10885,1,721
2450815,10886,1,793
2450815,10888,1,582
2450815,10891,1,673
2450815,10892,1,711
2450815,10894,1,909
2450815,10897,1,291
2450815,10898,1,146
2450815,10900,1,480
2450815,10903,1,540
2450815,10904,1,119
2450815,10906,1,698
2450815,10909,1,904
2450815,10910,1,163
2450815,10912,1,635
2450815,10915,1,814
2450815,10916,1,340
2450815,10918,1,737
2450815,10921,1,199
2450815,10922,1,745
2450815,10924,1,369
2450815,10927,1,71
2450815,10928,1,410
2450815,10930,1,436
2450815,10933,1,537
2450815,10934,1,483
2450815,10936,1,865
2450815,10939,1,693
2450815,10940,1,733
2450815,10942,1,167
2450815,10945,1,
2450815,10946,1,695
2450815,10948,1,860
2450815,10951,1,81
2450815,10952,1,106
2450815,10954,1,658
2450815,10957,1,
2450815,10958,1,495
2450815,10960,1,252
2450815,10963,1,593
2450815,10964,1,409
2450815,10966,1,864
2450815,10969,1,804
2450815,10970,1,
2450815,10972,1,407
2450815,10975,1,330
2450815,10976,1,357
2450815,10978,1,469
2450815,10981,1,352
2450815,10982,1,827
2450815,10984,1,895
2450815,10987,1,370
2450815,10988,1,
2450815,10990,1,654
2450815,10993,1,538
2450815,10994,1,93
2450815,10996,1,625
2450815,10999,1,276
2450815,11000,1,566
2450815,11002,1,529
2450815,11005,1,430
2450815,11006,1,622
2450815,11008,1,675
2450815,11011,1,46
2450815,11012,1,332
2450815,11014,1,460
2450815,11017,1,423
2450815,11018,1,228
2450815,11020,1,904
2450815,11023,1,843
2450815,11024,1,261
2450815,11026,1,963
2450815,11029,1,383
2450815,11030,1,713
2450815,11032,1,678
2450815,11035,1,902
2450815,11036,1,667
2450815,11038,1,
2450815,11041,1,866
2450815,11042,1,182
2450815,11044,1,643
2450815,11047,1,777
2450815,11048,1,194
2450815,11050,1,657
2450815,11053,1,135
2450815,11054,1,928
2450815,11056,1,350
2450815,11059,1,635
2450815,11060,1,107
2450815,11062,1,852
2450815,11065,1,817
2450815,11066,1,5
2450815,11068,1,398
2450815,11071,1,244
2450815,11072,1,314
2450815,11074,1,244
2450815,11077,1,198
2450815,11078,1,236
2450815,11080,1,280
2450815,11083,1,458
2450815,11084,1,684
2450815,11086,1,535
2450815,11089,1,928
2450815,11090,1,524
2450815,11092,1,485
2450815,11095,1,415
2450815,11096,1,551
2450815,11098,1,104
2450815,11101,1,542
2450815,11102,1,348
2450815,11104,1,564
2450815,11107,1,639
2450815,11108,1,825
2450815,11110,1,190
2450815,11113,1,2
2450815,11114,1,71
2450815,11116,1,148
2450815,11119,1,605
2450815,11120,1,878
2450815,11122,1,72
2450815,11125,1,247
2450815,11126,1,628
2450815,11128,1,345
2450815,11131,1,752
2450815,11132,1,267
2450815,11134,1,211
2450815,11137,1,430
2450815,11138,1,316
2450815,11140,1,766
2450815,11143,1,256
2450815,11144,1,556
2450815,11146,1,622
2450815,11149,1,506
2450815,11150,1,36
2450815,11152,1,743
2450815,11155,1,472
2450815,11156,1,887
2450815,11158,1,109
2450815,11161,1,
2450815,11162,1,256
2450815,11164,1,639
2450815,11167,1,746
2450815,11168,1,710
2450815,11170,1,604
2450815,11173,1,
2450815,11174,1,208
2450815,11176,1,418
2450815,11179,1,913
2450815,11180,1,938
2450815,11182,1,380
2450815,11185,1,834
2450815,11186,1,108
2450815,11188,1,79
2450815,11191,1,859
2450815,11192,1,929
2450815,11194,1,200
2450815,11197,1,
2450815,11198,1,830
2450815,11200,1,641
2450815,11203,1,595
2450815,11204,1,904
2450815,11206,1,606
2450815,11209,1,198
2450815,11210,1,535
2450815,11212,1,732
2450815,11215,1,832
2450815,11216,1,492
2450815,11218,1,886
2450815,11221,1,
2450815,11222,1,535
2450815,11224,1,698
2450815,11227,1,533
2450815,11228,1,111
2450815,11230,1,944
2450815,11233,1,860
2450815,11234,1,890
2450815,11236,1,446
2450815,11239,1,862
2450815,11240,1,554
2450815,11242,1,985
2450815,11245,1,691
2450815,11246,1,904
2450815,11248,1,910
2450815,11251,1,743
2450815,11252,1,267
2450815,11254,1,388
2450815,11257,1,684
2450815,11258,1,460
2450815,11260,1,693
2450815,11263,1,731
2450815,11264,1,928
2450815,11266,1,126
2450815,11269,1,259
2450815,11270,1,178
2450815,11272,1,431
2450815,11275,1,942
2450815,11276,1,239
2450815,11278,1,260
2450815,11281,1,3
2450815,11282,1,854
2450815,11284,1,823
2450815,11287,1,686
2450815,11288,1,253
2450815,11290,1,976
2450815,11293,1,381
2450815,11294,1,961
2450815,11296,1,586
2450815,11299,1,568
2450815,11300,1,920
2450815,11302,1,264
2450815,11305,1,673
2450815,11306,1,187
2450815,11308,1,677
2450815,11311,1,15
2450815,11312,1,911
2450815,11314,1,550
2450815,11317,1,859
2450815,11318,1,825
2450815,11320,1,832
2450815,11323,1,618
2450815,11324,1,703
2450815,11326,1,610
2450815,11329,1,257
2450815,11330,1,153
2450815,11332,1,483
2450815,11335,1,669
2450815,11336,1,263
2450815,11338,1,125
2450815,11341,1,155
2450815,11342,1,692
2450815,11344,1,911
2450815,11347,1,691
2450815,11348,1,139
2450815,11350,1,280
2450815,11353,1,392
2450815,11354,1,90
2450815,11356,1,463
2450815,11359,1,515
2450815,11360,1,203
2450815,11362,1,534
2450815,11365,1,53
2450815,11366,1,202
2450815,11368,1,75
2450815,11371,1,137
2450815,11372,1,429
2450815,11374,1,298
2450815,11377,1,
2450815,11378,1,801
2450815,11380,1,772
2450815,11383,1,55
2450815,11384,1,300
2450815,11386,1,
2450815,11389,1,218
2450815,11390,1,
2450815,11392,1,746
2450815,11395,1,794
2450815,11396,1,
2450815,11398,1,495
2450815,11401,1,489
2450815,11402,1,525
2450815,11404,1,511
2450815,11407,1,933
2450815,11408,1,331
2450815,11410,1,790
2450815,11413,1,17
2450815,11414,1,412
2450815,11416,1,380
2450815,11419,1,385
2450815,11420,1,887
2450815,11422,1,150
2450815,11425,1,24
2450815,11426,1,575
2450815,11428,1,90
2450815,11431,1,937
2450815,11432,1,482
2450815,11434,1,534
2450815,11437,1,276
2450815,11438,1,785
2450815,11440,1,320
2450815,11443,1,838
2450815,11444,1,396
2450815,11446,1,227
2450815,11449,1,890
2450815,11450,1,331
2450815,11452,1,764
2450815,11455,1,347
2450815,11456,1,223
2450815,11458,1,653
2450815,11461,1,551
2450815,11462,1,229
2450815,11464,1,154
2450815,11467,1,598
2450815,11468,1,561
2450815,11470,1,393
2450815,11473,1,814
2450815,11474,1,380
2450815,11476,1,175
2450815,11479,1,737
2450815,11480,1,597
2450815,11482,1,313
2450815,11485,1,81
2450815,11486,1,893
2450815,11488,1,594
2450815,11491,1,859
2450815,11492,1,232
2450815,11494,1,
2450815,11497,1,87
2450815,11498,1,554
2450815,11500,1,686
2450815,11503,1,616
2450815,11504,1,375
2450815,11506,1,853
2450815,11509,1,548
2450815,11510,1,188
2450815,11512,1,411
2450815,11515,1,276
2450815,11516,1,197
2450815,11518,1,150
2450815,11521,1,966
2450815,11522,1,887
2450815,11524,1,454
2450815,11527,1,224
2450815,11528,1,5
2450815,11530,1,318
2450815,11533,1,540
2450815,11534,1,466
2450815,11536,1,520
2450815,11539,1,265
2450815,11540,1,574
2450815,11542,1,212
2450815,11545,1,317
2450815,11546,1,
2450815,11548,1,67
2450815,11551,1,535
2450815,11552,1,334
2450815,11554,1,71
2450815,11557,1,302
2450815,11558,1,618
2450815,11560,1,178
2450815,11563,1,232
2450815,11564,1,863
2450815,11566,1,558
2450815,11569,1,202
2450815,11570,1,770
2450815,11572,1,309
2450815,11575,1,251
2450815,11576,1,830
2450815,11578,1,195
2450815,11581,1,712
2450815,11582,1,632
2450815,11584,1,700
2450815,11587,1,997
2450815,11588,1,770
2450815,11590,1,
2450815,11593,1,10
2450815,11594,1,831
2450815,11596,1,400
2450815,11599,1,341
2450815,11600,1,55
2450815,11602,1,393
2450815,11605,1,973
2450815,11606,1,432
2450815,11608,1,606
2450815,11611,1,423
2450815,11612,1,785
2450815,11614,1,494
2450815,11617,1,23
2450815,11618,1,511
2450815,11620,1,787
2450815,11623,1,315
2450815,11624,1,26
2450815,11626,1,167
2450815,11629,1,124
2450815,11630,1,404
2450815,11632,1,235
2450815,11635,1,
2450815,11636,1,287
2450815,11638,1,808
2450815,11641,1,765
2450815,11642,1,355
2450815,11644,1,539
2450815,11647,1,544
2450815,11648,1,296
2450815,11650,1,509
2450815,11653,1,641
2450815,11654,1,635
2450815,11656,1,473
2450815,11659,1,442
2450815,11660,1,292
2450815,11662,1,628
2450815,11665,1,237
2450815,11666,1,191
2450815,11668,1,283
2450815,11671,1,648
2450815,11672,1,304
2450815,11674,1,659
2450815,11677,1,35
2450815,11678,1,731
2450815,11680,1,438
2450815,11683,1,138
2450815,11684,1,171
2450815,11686,1,830
2450815,11689,1,370
2450815,11690,1,890
2450815,11692,1,273
2450815,11695,1,578
2450815,11696,1,960
2450815,11698,1,477
2450815,11701,1,954
2450815,11702,1,15
2450815,11704,1,1000
2450815,11707,1,167
2450815,11708,1,
2450815,11710,1,631
2450815,11713,1,650
2450815,11714,1,49
2450815,11716,1,237
2450815,11719,1,776
2450815,11720,1,678
2450815,11722,1,253
2450815,11725,1,873
2450815,11726,1,283
2450815,11728,1,609
2450815,11731,1,518
2450815,11732,1,154
2450815,11734,1,898
2450815,11737,1,150
2450815,11738,1,546
2450815,11740,1,201
2450815,11743,1,816
2450815,11744,1,228
2450815,11746,1,828
2450815,11749,1,39
2450815,11750,1,29
2450815,11752,1,95
2450815,11755,1,119
2450815,11756,1,48
2450815,11758,1,799
2450815,11761,1,
2450815,11762,1,
2450815,11764,1,219
2450815,11767,1,356
2450815,11768,1,583
2450815,11770,1,866
2450815,11773,1,31
2450815,11774,1,547
2450815,11776,1,762
2450815,11779,1,231
2450815,11780,1,725
2450815,11782,1,980
2450815,11785,1,882
2450815,11786,1,92
2450815,11788,1,810
2450815,11791,1,70
2450815,11792,1,385
2450815,11794,1,502
2450815,11797,1,564
2450815,11798,1,81
2450815,11800,1,298
2450815,11803,1,784
2450815,11804,1,653
2450815,11806,1,818
2450815,11809,1,586
2450815,11810,1,850
2450815,11812,1,259
2450815,11815,1,339
2450815,11816,1,865
2450815,11818,1,891
2450815,11821,1,
2450815,11822,1,778
2450815,11824,1,389
2450815,11827,1,361
2450815,11828,1,806
2450815,11830,1,327
2450815,11833,1,726
2450815,11834,1,862
2450815,11836,1,664
2450815,11839,1,196
2450815,11840,1,876
2450815,11842,1,74
2450815,11845,1,306
2450815,11846,1,5
2450815,11848,1,707
2450815,11851,1,252
2450815,11852,1,323
2450815,11854,1,686
2450815,11857,1,941
2450815,11858,1,
2450815,11860,1,601
2450815,11863,1,
2450815,11864,1,535
2450815,11866,1,496
2450815,11869,1,616
2450815,11870,1,99
2450815,11872,1,677
2450815,11875,1,191
2450815,11876,1,746
2450815,11878,1,528
2450815,11881,1,527
2450815,11882,1,469
2450815,11884,1,50
2450815,11887,1,87
2450815,11888,1,992
2450815,11890,1,778
2450815,11893,1,994
2450815,11894,1,712
2450815,11896,1,21
2450815,11899,1,800
2450815,11900,1,393
2450815,11902,1,
2450815,11905,1,178
2450815,11906,1,139
2450815,11908,1,404
2450815,11911,1,93
2450815,11912,1,586
2450815,11914,1,16
2450815,11917,1,260
2450815,11918,1,490
2450815,11920,1,475
2450815,11923,1,938
2450815,11924,1,342
2450815,11926,1,934
2450815,11929,1,10
2450815,11930,1,498
2450815,11932,1,701
2450815,11935,1,386
2450815,11936,1,788
2450815,11938,1,482
2450815,11941,1,503
2450815,11942,1,
2450815,11944,1,104
2450815,11947,1,535
2450815,11948,1,531
2450815,11950,1,35
2450815,11953,1,659
2450815,11954,1,63
2450815,11956,1,393
2450815,11959,1,125
2450815,11960,1,243
2450815,11962,1,232
2450815,11965,1,612
2450815,11966,1,42
2450815,11968,1,561
2450815,11971,1,490
2450815,11972,1,162
2450815,11974,1,304
2450815,11977,1,719
2450815,11978,1,673
2450815,11980,1,103
2450815,11983,1,428
2450815,11984,1,196
2450815,11986,1,854
2450815,11989,1,774
2450815,11990,1,348
2450815,11992,1,124
2450815,11995,1,417
2450815,11996,1,1000
2450815,11998,1,128
2450815,12001,1,523
2450815,12002,1,303
2450815,12004,1,907
2450815,12007,1,717
2450815,12008,1,391
2450815,12010,1,967
2450815,12013,1,32
2450815,12014,1,658
2450815,12016,1,983
2450815,12019,1,235
2450815,12020,1,398
2450815,12022,1,953
2450815,12025,1,584
2450815,12026,1,711
2450815,12028,1,643
2450815,12031,1,516
2450815,12032,1,362
2450815,12034,1,596
2450815,12037,1,401
2450815,12038,1,25
2450815,12040,1,806
2450815,12043,1,188
2450815,12044,1,261
2450815,12046,1,951
2450815,12049,1,871
2450815,12050,1,356
2450815,12052,1,995
2450815,12055,1,586
2450815,12056,1,590
2450815,12058,1,954
2450815,12061,1,172
2450815,12062,1,557
2450815,12064,1,189
2450815,12067,1,
2450815,12068,1,872
2450815,12070,1,196
2450815,12073,1,357
2450815,12074,1,534
2450815,12076,1,7
2450815,12079,1,468
2450815,12080,1,318
2450815,12082,1,300
2450815,12085,1,152
2450815,12086,1,22
2450815,12088,1,231
2450815,12091,1,322
2450815,12092,1,546
2450815,12094,1,944
2450815,12097,1,723
2450815,12098,1,993
2450815,12100,1,705
2450815,12103,1,973
2450815,12104,1,804
2450815,12106,1,610
2450815,12109,1,880
2450815,12110,1,
2450815,12112,1,767
2450815,12115,1,
2450815,12116,1,75
2450815,12118,1,781
2450815,12121,1,691
2450815,12122,1,198
2450815,12124,1,276
2450815,12127,1,506
2450815,12128,1,296
2450815,12130,1,953
2450815,12133,1,929
2450815,12134,1,820
2450815,12136,1,156
2450815,12139,1,289
2450815,12140,1,484
2450815,12142,1,970
2450815,12145,1,852
2450815,12146,1,571
2450815,12148,1,494
2450815,12151,1,116
2450815,12152,1,409
2450815,12154,1,426
2450815,12157,1,95
2450815,12158,1,94
2450815,12160,1,445
2450815,12163,1,
2450815,12164,1,841
2450815,12166,1,508
2450815,12169,1,861
2450815,12170,1,991
2450815,12172,1,361
2450815,12175,1,581
2450815,12176,1,364
2450815,12178,1,474
2450815,12181,1,110
2450815,12182,1,763
2450815,12184,1,902
2450815,12187,1,26
2450815,12188,1,608
2450815,12190,1,330
2450815,12193,1,858
2450815,12194,1,823
2450815,12196,1,572
2450815,12199,1,316
2450815,12200,1,804
2450815,12202,1,832
2450815,12205,1,876
2450815,12206,1,357
2450815,12208,1,603
2450815,12211,1,298
2450815,12212,1,97
2450815,12214,1,459
2450815,12217,1,777
2450815,12218,1,642
2450815,12220,1,450
2450815,12223,1,809
2450815,12224,1,559
2450815,12226,1,696
2450815,12229,1,260
2450815,12230,1,953
2450815,12232,1,637
2450815,12235,1,926
2450815,12236,1,908
2450815,12238,1,658
2450815,12241,1,
2450815,12242,1,399
2450815,12244,1,274
2450815,12247,1,870
2450815,12248,1,527
2450815,12250,1,309
2450815,12253,1,208
2450815,12254,1,684
2450815,12256,1,775
2450815,12259,1,708
2450815,12260,1,724
2450815,12262,1,796
2450815,12265,1,659
2450815,12266,1,324
2450815,12268,1,943
2450815,12271,1,462
2450815,12272,1,800
2450815,12274,1,337
2450815,12277,1,784
2450815,12278,1,891
2450815,12280,1,419
2450815,12283,1,172
2450815,12284,1,21
2450815,12286,1,929
2450815,12289,1,497
2450815,12290,1,578
2450815,12292,1,224
2450815,12295,1,743
2450815,12296,1,246
2450815,12298,1,256
2450815,12301,1,296
2450815,12302,1,628
2450815,12304,1,379
2450815,12307,1,
2450815,12308,1,256
2450815,12310,1,42
2450815,12313,1,314
2450815,12314,1,19
2450815,12316,1,361
2450815,12319,1,644
2450815,12320,1,737
2450815,12322,1,183
2450815,12325,1,5
2450815,12326,1,52
2450815,12328,1,397
2450815,12331,1,868
2450815,12332,1,196
2450815,12334,1,776
2450815,12337,1,737
2450815,12338,1,921
2450815,12340,1,772
2450815,12343,1,598
2450815,12344,1,219
2450815,12346,1,611
2450815,12349,1,7
2450815,12350,1,574
2450815,12352,1,219
2450815,12355,1,196
2450815,12356,1,833
2450815,12358,1,944
2450815,12361,1,878
2450815,12362,1,800
2450815,12364,1,334
2450815,12367,1,451
2450815,12368,1,122
2450815,12370,1,212
2450815,12373,1,992
2450815,12374,1,573
2450815,12376,1,604
2450815,12379,1,947
2450815,12380,1,788
2450815,12382,1,799
2450815,12385,1,451
2450815,12386,1,390
2450815,12388,1,387
2450815,12391,1,124
2450815,12392,1,962
2450815,12394,1,123
2450815,12397,1,698
2450815,12398,1,
2450815,12400,1,410
2450815,12403,1,47
2450815,12404,1,177
2450815,12406,1,788
2450815,12409,1,136
2450815,12410,1,304
2450815,12412,1,536
2450815,12415,1,924
2450815,12416,1,657
2450815,12418,1,453
2450815,12421,1,185
2450815,12422,1,371
2450815,12424,1,971
2450815,12427,1,845
2450815,12428,1,461
2450815,12430,1,971
2450815,12433,1,471
2450815,12434,1,410
2450815,12436,1,291
2450815,12439,1,275
2450815,12440,1,199
2450815,12442,1,171
2450815,12445,1,497
2450815,12446,1,607
2450815,12448,1,364
2450815,12451,1,437
2450815,12452,1,316
2450815,12454,1,703
2450815,12457,1,534
2450815,12458,1,263
2450815,12460,1,870
2450815,12463,1,556
2450815,12464,1,698
2450815,12466,1,431
2450815,12469,1,669
2450815,12470,1,458
2450815,12472,1,479
2450815,12475,1,56
2450815,12476,1,632
2450815,12478,1,145
2450815,12481,1,228
2450815,12482,1,976
2450815,12484,1,
2450815,12487,1,705
2450815,12488,1,270
2450815,12490,1,498
2450815,12493,1,
2450815,12494,1,121
2450815,12496,1,143
2450815,12499,1,70
2450815,12500,1,168
2450815,12502,1,307
2450815,12505,1,915
2450815,12506,1,86
2450815,12508,1,100
2450815,12511,1,526
2450815,12512,1,223
2450815,12514,1,283
2450815,12517,1,112
2450815,12518,1,163
2450815,12520,1,311
2450815,12523,1,272
2450815,12524,1,912
2450815,12526,1,79
2450815,12529,1,694
2450815,12530,1,134
2450815,12532,1,558
2450815,12535,1,346
2450815,12536,1,407
2450815,12538,1,103
2450815,12541,1,80
2450815,12542,1,492
2450815,12544,1,308
2450815,12547,1,368
2450815,12548,1,78
2450815,12550,1,859
2450815,12553,1,52
2450815,12554,1,755
2450815,12556,1,786
2450815,12559,1,742
2450815,12560,1,237
2450815,12562,1,699
2450815,12565,1,215
2450815,12566,1,836
2450815,12568,1,19
2450815,12571,1,462
2450815,12572,1,751
2450815,12574,1,112
2450815,12577,1,689
2450815,12578,1,179
2450815,12580,1,60
2450815,12583,1,955
2450815,12584,1,755
2450815,12586,1,927
2450815,12589,1,40
2450815,12590,1,230
2450815,12592,1,164
2450815,12595,1,352
2450815,12596,1,954
2450815,12598,1,780
2450815,12601,1,505
2450815,12602,1,45
2450815,12604,1,380
2450815,12607,1,943
2450815,12608,1,532
2450815,12610,1,895
2450815,12613,1,211
2450815,12614,1,17
2450815,12616,1,365
2450815,12619,1,451
2450815,12620,1,733
2450815,12622,1,264
2450815,12625,1,275
2450815,12626,1,308
2450815,12628,1,602
2450815,12631,1,32
2450815,12632,1,496
2450815,12634,1,102
2450815,12637,1,992
2450815,12638,1,832
2450815,12640,1,970
2450815,12643,1,68
2450815,12644,1,642
2450815,12646,1,944
2450815,12649,1,494
2450815,12650,1,841
2450815,12652,1,182
2450815,12655,1,579
2450815,12656,1,170
2450815,12658,1,513
2450815,12661,1,20
2450815,12662,1,223
2450815,12664,1,741
2450815,12667,1,843
2450815,12668,1,391
2450815,12670,1,456
2450815,12673,1,191
2450815,12674,1,657
2450815,12676,1,460
2450815,12679,1,414
2450815,12680,1,878
2450815,12682,1,122
2450815,12685,1,887
2450815,12686,1,522
2450815,12688,1,83
2450815,12691,1,528
2450815,12692,1,165
2450815,12694,1,535
2450815,12697,1,625
2450815,12698,1,60
2450815,12700,1,506
2450815,12703,1,224
2450815,12704,1,173
2450815,12706,1,288
2450815,12709,1,94
2450815,12710,1,58
2450815,12712,1,668
2450815,12715,1,305
2450815,12716,1,428
2450815,12718,1,53
2450815,12721,1,334
2450815,12722,1,399
2450815,12724,1,956
2450815,12727,1,211
2450815,12728,1,995
2450815,12730,1,406
2450815,12733,1,783
2450815,12734,1,679
2450815,12736,1,319
2450815,12739,1,227
2450815,12740,1,228
2450815,12742,1,634
2450815,12745,1,53
2450815,12746,1,829
2450815,12748,1,669
2450815,12751,1,887
2450815,12752,1,623
2450815,12754,1,492
2450815,12757,1,235
2450815,12758,1,830
2450815,12760,1,134
2450815,12763,1,981
2450815,12764,1,155
2450815,12766,1,251
2450815,12769,1,991
2450815,12770,1,272
2450815,12772,1,179
2450815,12775,1,622
2450815,12776,1,954
2450815,12778,1,801
2450815,12781,1,695
