cs_sold_date_sk,cs_sold_time_sk,cs_ship_date_sk,cs_bill_customer_sk,cs_bill_cdemo_sk,cs_bill_hdemo_sk,cs_bill_addr_sk,cs_ship_customer_sk,cs_ship_cdemo_sk,cs_ship_hdemo_sk,cs_ship_addr_sk,cs_call_center_sk,cs_catalog_page_sk,cs_ship_mode_sk,cs_warehouse_sk,cs_item_sk,cs_promo_sk,cs_order_number,cs_quantity,cs_wholesale_cost,cs_list_price,cs_sales_price,cs_ext_discount_amt,cs_ext_sales_price,cs_ext_wholesale_cost,cs_ext_list_price,cs_ext_tax,cs_coupon_amt,cs_ext_ship_cost,cs_net_paid,cs_net_paid_inc_tax,cs_net_paid_inc_ship,cs_net_paid_inc_ship_tax,cs_net_profit
2450822,58313,2450900,6453,1847130,3807,43284,6453,1847130,3807,43284,1,49,15,1,16651,250,403,54,73.01,81.77,60.5,1148.58,3267,3942.54,4415.58,32.67,0,353.16,3267,3299.67,3620.16,3652.83,-675.54
2450822,58313,2450838,6453,1847130,3807,43284,6453,1847130,3807,43284,1,107,4,2,8696,186,403,7,50.4,126,64.26,432.18,449.82,352.8,882,8.99,0,343.98,449.82,458.81,793.8,802.79,97.02
2450822,58313,2450838,6453,1847130,3807,43284,6453,1847130,3807,43284,1,46,6,5,15478,158,403,31,59.02,176.46,65.29,3446.27,2023.99,1829.62,5470.26,94.92,667.91,765.7,1356.08,1451,2121.78,2216.7,-473.54
2450822,76346,2450843,63192,1451183,7174,11165,63192,1451183,7174,11165,2,16,14,5,17011,9,404,67,72.81,125.23,117.71,503.84,7886.57,4878.27,8390.41,473.19,0,1593.93,7886.57,8359.76,9480.5,9953.69,3008.3
2450822,76346,2450840,63192,1451183,7174,11165,63192,1451183,7174,11165,2,3,8,1,1390,174,404,75,19.04,41.88,25.54,1225.5,1915.5,1428,3141,19.15,0,659.25,1915.5,1934.65,2574.75,2593.9,487.5
2450822,76346,2450910,63192,1451183,7174,11165,63192,1451183,7174,11165,2,48,14,5,14929,282,404,37,56.8,120.41,28.89,3386.24,1068.93,2101.6,4455.17,35.91,619.97,311.54,448.96,484.87,760.5,796.41,-1652.64
2450822,76346,2450899,63192,1451183,7174,11165,63192,1451183,7174,11165,2,44,7,4,17132,155,404,17,52.07,91.12,10.02,1378.7,170.34,885.19,1549.04,1.7,0,495.55,170.34,172.04,665.89,667.59,-714.85
2450822,76346,2450885,63192,1451183,7174,11165,63192,1451183,7174,11165,2,64,14,1,8509,2,404,86,14.86,27.04,8.11,1627.98,697.46,1277.96,2325.44,0,0,348.3,697.46,697.46,1045.76,1045.76,-580.5
2450822,76346,2450873,63192,1451183,7174,11165,63192,1451183,7174,11165,2,5,18,4,11530,151,404,59,99.02,182.19,103.84,4622.65,6126.56,5842.18,10749.21,490.12,0,214.76,6126.56,6616.68,6341.32,6831.44,284.38
2450822,77696,2450896,26206,1602497,1541,39832,26206,1602497,1541,39832,2,60,16,2,964,201,405,84,11.28,15.45,6.95,714,583.8,947.52,1297.8,23.35,0,622.44,583.8,607.15,1206.24,1229.59,-363.72
2450822,77696,2450833,26206,1602497,1541,39832,26206,1602497,1541,39832,2,1,18,4,754,124,405,21,94.19,234.53,72.7,3398.43,1526.7,1977.99,4925.13,91.6,0,492.45,1526.7,1618.3,2019.15,2110.75,-451.29
2450822,77696,2450886,26206,1602497,1541,39832,26206,1602497,1541,39832,2,68,16,4,10202,293,405,30,75.18,161.63,53.33,3249,1599.9,2255.4,4848.9,47.99,0,969.6,1599.9,1647.89,2569.5,2617.49,-655.5
2450822,77696,2450888,26206,1602497,1541,39832,26206,1602497,1541,39832,2,50,4,5,3794,179,405,2,73.86,199.42,123.64,151.56,247.28,147.72,398.84,0,0,83.74,247.28,247.28,331.02,331.02,99.56
2450822,77696,2450835,26206,1602497,1541,39832,26206,1602497,1541,39832,2,34,4,5,1126,267,405,20,21.62,40.21,37.39,56.4,747.8,432.4,804.2,0,0,305.4,747.8,747.8,1053.2,1053.2,315.4
2450822,77696,2450873,26206,1602497,1541,39832,26206,1602497,1541,39832,2,28,9,4,13202,237,405,48,73.63,127.37,3.82,5930.4,183.36,3534.24,6113.76,7.33,0,855.84,183.36,190.69,1039.2,1046.53,-3350.88
2450822,77696,2450856,26206,1602497,1541,39832,26206,1602497,1541,39832,2,76,8,4,13174,25,405,15,30.49,45.43,4.08,620.25,61.2,457.35,681.45,5.5,0,156.6,61.2,66.7,217.8,223.3,-396.15
2450822,77696,2450908,26206,1602497,1541,39832,26206,1602497,1541,39832,2,43,19,1,8932,110,405,99,2.83,8,1.52,641.52,150.48,280.17,792,8.95,22.57,142.56,127.91,136.86,270.47,279.42,-152.26
2450822,77696,2450834,26206,1602497,1541,39832,26206,1602497,1541,39832,2,56,11,3,3452,41,405,82,60.44,109.39,30.62,6459.14,2510.84,4956.08,8969.98,200.86,0,717.5,2510.84,2711.7,3228.34,3429.2,-2445.24
2450822,61598,2450880,11433,506447,5461,20428,11433,506447,5461,20428,1,60,7,2,9004,32,406,21,22.49,38.9,0.77,800.73,16.17,472.29,816.9,0.97,0,155.19,16.17,17.14,171.36,172.33,-456.12
,,,11433,,5461,,11433,,5461,,,,8,,12884,110,406,43,28.6,76.64,5.36,3065.04,230.48,,,,,164.69,,,395.17,404.38,-999.32
2450822,61598,2450909,11433,506447,5461,20428,11433,506447,5461,20428,1,3,8,5,14035,84,406,33,98.3,244.76,88.11,5169.45,2907.63,3243.9,8077.08,174.45,0,2099.79,2907.63,3082.08,5007.42,5181.87,-336.27
2450822,61598,2450884,11433,506447,5461,20428,11433,506447,5461,20428,1,26,3,1,17792,284,406,48,10.55,19.72,3.54,776.64,169.92,506.4,946.56,6.79,0,151.2,169.92,176.71,321.12,327.91,-336.48
2450822,61598,2450890,11433,506447,5461,20428,11433,506447,5461,20428,1,67,20,1,14758,226,406,49,54.21,103.54,40.38,3094.84,1978.62,2656.29,5073.46,78.15,415.51,1623.37,1563.11,1641.26,3186.48,3264.63,-1093.18
2450822,61598,2450837,11433,506447,5461,20428,11433,506447,5461,20428,1,22,16,1,17389,53,406,76,89.9,233.74,14.02,16698.72,1065.52,6832.4,17764.24,21.31,0,709.84,1065.52,1086.83,1775.36,1796.67,-5766.88
2450822,61598,2450890,11433,506447,5461,20428,11433,506447,5461,20428,1,95,14,3,1490,208,406,53,5.89,13.6,4.76,468.52,252.28,312.17,720.8,0,0,86.39,252.28,252.28,338.67,338.67,-59.89
2450822,61598,2450831,11433,506447,5461,20428,11433,506447,5461,20428,1,11,8,2,3410,274,406,24,75.97,149.66,92.78,1365.12,2226.72,1823.28,3591.84,200.4,0,538.56,2226.72,2427.12,2765.28,2965.68,403.44
2450822,61598,2450869,11433,506447,5461,20428,11433,506447,5461,20428,1,29,2,4,3520,196,406,86,36.63,81.68,57.99,2037.34,4987.14,3150.18,7024.48,299.22,0,2668.58,4987.14,5286.36,7655.72,7954.94,1836.96
2450822,61598,2450872,11433,506447,5461,20428,11433,506447,5461,20428,1,82,6,2,2527,216,406,6,66.15,163.39,52.28,666.66,313.68,396.9,980.34,3.13,0,235.26,313.68,316.81,548.94,552.07,-83.22
2450822,61598,2450871,11433,506447,5461,20428,11433,506447,5461,20428,1,88,20,5,6346,200,406,70,31.71,94.17,67.8,1845.9,4746,2219.7,6591.9,94.92,0,263.2,4746,4840.92,5009.2,5104.12,2526.3
2450822,61598,2450902,11433,506447,5461,20428,11433,506447,5461,20428,1,106,3,1,3092,127,406,66,72.18,207.15,49.71,10391.04,3280.86,4763.88,13671.9,262.46,0,819.72,3280.86,3543.32,4100.58,4363.04,-1483.02
2450822,74100,2450872,21653,1301444,1682,1120,21653,1301444,1682,1120,4,86,5,1,4786,85,407,66,94.64,117.35,69.23,3175.92,4569.18,6246.24,7745.1,121.99,502.6,696.96,4066.58,4188.57,4763.54,4885.53,-2179.66
2450822,74100,2450832,21653,1301444,1682,1120,21653,1301444,1682,1120,4,93,5,5,10867,22,407,95,8.42,20.96,7.96,1235,756.2,799.9,1991.2,2.72,665.45,736.25,90.75,93.47,827,829.72,-709.15
2450822,74100,2450893,21653,1301444,1682,1120,21653,1301444,1682,1120,4,11,1,1,9398,199,407,92,97.16,101.04,85.88,1394.72,7900.96,8938.72,9295.68,0,0,929.2,7900.96,7900.96,8830.16,8830.16,-1037.76
2450822,74100,2450847,21653,1301444,1682,1120,21653,1301444,1682,1120,4,59,7,2,10132,119,407,30,35.46,99.28,77.43,655.5,2322.9,1063.8,2978.4,77.81,766.55,59.4,1556.35,1634.16,1615.75,1693.56,492.55
2450822,74100,2450836,21653,1301444,1682,1120,21653,1301444,1682,1120,4,66,3,3,9646,251,407,64,83.9,126.68,54.47,4621.44,3486.08,5369.6,8107.52,69.72,0,2107.52,3486.08,3555.8,5593.6,5663.32,-1883.52
2450822,74100,2450840,21653,1301444,1682,1120,21653,1301444,1682,1120,4,25,4,1,13448,223,407,66,38.15,92.7,87.13,367.62,5750.58,2517.9,6118.2,172.51,0,2814.24,5750.58,5923.09,8564.82,8737.33,3232.68
2450822,74100,2450893,21653,1301444,1682,1120,21653,1301444,1682,1120,4,4,3,4,13972,36,407,29,17.72,33.84,9.13,716.59,264.77,513.88,981.36,7.94,0,205.9,264.77,272.71,470.67,478.61,-249.11
2450822,74441,2450898,17284,862922,4113,35304,17284,862922,4113,35304,4,52,16,5,6428,300,408,88,20.34,61.02,35.39,2255.44,3114.32,1789.92,5369.76,155.71,0,483.12,3114.32,3270.03,3597.44,3753.15,1324.4
2450822,74441,2450906,17284,862922,4113,35304,17284,862922,4113,35304,4,41,19,4,10196,219,408,99,77.53,217.85,71.89,14450.04,7117.11,7675.47,21567.15,498.19,0,8841.69,7117.11,7615.3,15958.8,16456.99,-558.36
2450822,74441,2450890,17284,862922,4113,35304,17284,862922,4113,35304,4,22,12,2,17065,40,408,77,67.59,156.13,62.45,7213.36,4808.65,5204.43,12022.01,96.17,0,3485.79,4808.65,4904.82,8294.44,8390.61,-395.78
2450822,74441,2450859,17284,862922,4113,35304,17284,862922,4113,35304,4,84,7,5,9878,148,408,55,50.79,89.89,82.69,396,4547.95,2793.45,4943.95,50.93,2001.09,48.95,2546.86,2597.79,2595.81,2646.74,-246.59
2450822,74441,2450892,17284,862922,4113,35304,17284,862922,4113,35304,4,15,16,5,7136,141,408,37,1.03,1.58,0.9,25.16,33.3,38.11,58.46,0.28,28.63,9.62,4.67,4.95,14.29,14.57,-33.44
2450822,74441,2450886,17284,862922,4113,35304,17284,862922,4113,35304,4,75,19,3,12394,26,408,33,99.31,192.66,152.2,1335.18,5022.6,3277.23,6357.78,196.88,100.45,2924.46,4922.15,5119.03,7846.61,8043.49,1644.92
2450822,74441,2450836,17284,862922,4113,35304,17284,862922,4113,35304,4,96,16,4,1904,50,408,40,88.82,189.18,51.07,5524.4,2042.8,3552.8,7567.2,40.85,0,529.6,2042.8,2083.65,2572.4,2613.25,-1510
2450822,74441,2450873,17284,862922,4113,35304,17284,862922,4113,35304,4,105,8,1,1088,162,408,52,74.44,107.19,55.73,2675.92,2897.96,3870.88,5573.88,144.89,0,445.64,2897.96,3042.85,3343.6,3488.49,-972.92
2450822,74441,2450856,17284,862922,4113,35304,17284,862922,4113,35304,4,56,5,3,9055,132,408,2,37.31,102.22,62.35,79.74,124.7,74.62,204.44,9.97,0,94.04,124.7,134.67,218.74,228.71,50.08
2450822,74441,2450847,17284,862922,4113,35304,17284,862922,4113,35304,4,58,10,4,8338,187,408,13,68.87,136.36,59.99,992.81,779.87,895.31,1772.68,0,0,797.68,779.87,779.87,1577.55,1577.55,-115.44
2450822,74441,2450873,17284,862922,4113,35304,17284,862922,4113,35304,4,64,16,4,15424,168,408,66,39,86.97,76.53,689.04,5050.98,2574,5740.02,101.01,0,343.86,5050.98,5151.99,5394.84,5495.85,2476.98
2450822,74441,2450863,17284,862922,4113,35304,17284,862922,4113,35304,4,80,7,2,17071,238,408,76,93.2,154.71,88.18,5056.28,6701.68,7083.2,11757.96,536.13,0,822.32,6701.68,7237.81,7524,8060.13,-381.52
2450822,74441,2450837,17284,862922,4113,35304,17284,862922,4113,35304,4,52,4,3,13243,275,408,66,69.88,76.16,65.49,704.22,4322.34,4612.08,5026.56,389.01,0,1960.2,4322.34,4711.35,6282.54,6671.55,-289.74
2450822,73221,2450836,92243,1725488,5133,35578,92243,1725488,5133,35578,1,8,2,5,3566,112,409,62,62.17,78.33,32.11,2865.64,1990.82,3854.54,4856.46,59.72,0,1359.66,1990.82,2050.54,3350.48,3410.2,-1863.72
2450822,73221,2450829,92243,1725488,5133,35578,92243,1725488,5133,35578,1,106,4,1,17941,123,409,81,66.97,123.89,38.4,6924.69,3110.4,5424.57,10035.09,155.52,0,3913.11,3110.4,3265.92,7023.51,7179.03,-2314.17
2450822,73221,2450886,92243,1725488,5133,35578,92243,1725488,5133,35578,1,50,5,2,6613,150,409,8,5.89,12.89,1.93,87.68,15.44,47.12,103.12,1.38,0,10.24,15.44,16.82,25.68,27.06,-31.68
2450822,73221,2450840,92243,1725488,5133,35578,92243,1725488,5133,35578,1,53,7,4,2545,270,409,16,75.02,190.55,146.72,701.28,2347.52,1200.32,3048.8,52.11,610.35,914.56,1737.17,1789.28,2651.73,2703.84,536.85
2450822,73221,2450872,92243,1725488,5133,35578,92243,1725488,5133,35578,1,30,7,2,458,264,409,13,96.42,140.77,63.34,1006.59,823.42,1253.46,1830.01,41.17,0,695.37,823.42,864.59,1518.79,1559.96,-430.04
2450822,73221,2450843,92243,1725488,5133,35578,92243,1725488,5133,35578,1,74,8,2,17282,122,409,94,41.32,98.34,4.91,8782.42,461.54,3884.08,9243.96,0,0,2218.4,461.54,461.54,2679.94,2679.94,-3422.54
2450822,73221,2450891,92243,1725488,5133,35578,92243,1725488,5133,35578,1,60,1,4,2314,10,409,27,51.82,56.48,27.11,792.99,731.97,1399.14,1524.96,65.87,0,259.2,731.97,797.84,991.17,1057.04,-667.17
2450822,73221,2450838,92243,1725488,5133,35578,92243,1725488,5133,35578,1,16,9,2,7624,150,409,23,96.44,273.88,219.1,1259.94,5039.3,2218.12,6299.24,43.33,705.5,818.8,4333.8,4377.13,5152.6,5195.93,2115.68
2450822,73221,2450855,92243,1725488,5133,35578,92243,1725488,5133,35578,1,33,18,2,3247,50,409,52,86.35,172.7,119.16,2784.08,6196.32,4490.2,8980.4,247.85,0,1975.48,6196.32,6444.17,8171.8,8419.65,1706.12
2450822,73221,2450866,92243,1725488,5133,35578,92243,1725488,5133,35578,1,44,3,4,8776,89,409,41,94.65,190.24,97.02,3822.02,3977.82,3880.65,7799.84,318.22,0,311.6,3977.82,4296.04,4289.42,4607.64,97.17
2450822,73221,2450845,92243,1725488,5133,35578,92243,1725488,5133,35578,1,73,7,5,14521,181,409,18,9,22.77,20.94,32.94,376.92,162,409.86,3.76,0,122.94,376.92,380.68,499.86,503.62,214.92
2450822,73221,2450861,92243,1725488,5133,35578,92243,1725488,5133,35578,1,105,3,5,11228,72,409,9,48.16,120.88,120.88,0,1087.92,433.44,1087.92,87.03,0,337.23,1087.92,1174.95,1425.15,1512.18,654.48
2450823,35287,2450856,47965,1065872,2532,39,47965,1065872,2532,39,1,25,12,1,5263,174,410,15,2.74,2.98,0.2,41.7,3,41.1,44.7,0,0,5.25,3,3,8.25,8.25,-38.1
2450823,35287,2450886,47965,1065872,2532,39,47965,1065872,2532,39,1,105,4,1,3826,38,410,78,69.03,135.29,54.11,6332.04,4220.58,5384.34,10552.62,253.23,0,4642.56,4220.58,4473.81,8863.14,9116.37,-1163.76
2450823,35287,2450866,47965,1065872,2532,39,47965,1065872,2532,39,1,89,2,2,8827,142,410,78,94.93,213.59,76.89,10662.6,5997.42,7404.54,16660.02,80.96,5097.8,5497.44,899.62,980.58,6397.06,6478.02,-6504.92
2450823,35287,2450839,47965,1065872,2532,39,47965,1065872,2532,39,1,15,18,5,1376,91,410,94,57.82,75.16,72.9,212.44,6852.6,5435.08,7065.04,68.52,0,3532.52,6852.6,6921.12,10385.12,10453.64,1417.52
2450823,35287,2450852,47965,1065872,2532,39,47965,1065872,2532,39,1,1,5,4,16510,205,410,27,32.17,76.24,72.42,103.14,1955.34,868.59,2058.48,21.9,1642.48,329.13,312.86,334.76,641.99,663.89,-555.73
2450823,35287,2450885,47965,1065872,2532,39,47965,1065872,2532,39,1,61,3,5,16849,118,410,37,48.34,100.06,47.02,1962.48,1739.74,1788.58,3702.22,17.39,0,1369.74,1739.74,1757.13,3109.48,3126.87,-48.84
2450823,35287,2450870,47965,1065872,2532,39,47965,1065872,2532,39,1,46,16,3,4615,165,410,62,19.41,41.34,16.94,1512.8,1050.28,1203.42,2563.08,73.51,0,486.7,1050.28,1123.79,1536.98,1610.49,-153.14
2450823,35287,2450870,47965,1065872,2532,39,47965,1065872,2532,39,1,89,1,5,7861,52,410,13,96.04,230.49,53.01,2307.24,689.13,1248.52,2996.37,13.78,0,149.76,689.13,702.91,838.89,852.67,-559.39
2450823,35287,2450834,47965,1065872,2532,39,47965,1065872,2532,39,1,9,11,2,6038,289,410,72,82.88,185.65,94.68,6549.84,6816.96,5967.36,13366.8,0,0,3474.72,6816.96,6816.96,10291.68,10291.68,849.6
2450823,35287,2450875,47965,1065872,2532,39,47965,1065872,2532,39,1,107,18,4,988,199,410,43,10.56,26.4,25.08,56.76,1078.44,454.08,1135.2,0,0,499.23,1078.44,1078.44,1577.67,1577.67,624.36
2450823,35287,2450838,47965,1065872,2532,39,47965,1065872,2532,39,1,76,8,3,5038,253,410,45,21.12,56.39,0,2537.55,0,950.4,2537.55,0,0,684.9,0,0,684.9,684.9,-950.4
2450823,35287,2450900,47965,1065872,2532,39,47965,1065872,2532,39,1,87,14,5,12374,82,410,74,36.47,105.03,29.4,5596.62,2175.6,2698.78,7772.22,65.26,0,1320.9,2175.6,2240.86,3496.5,3561.76,-523.18
2450823,35287,2450846,47965,1065872,2532,39,47965,1065872,2532,39,1,65,14,3,1814,181,410,59,38.98,71.72,32.99,2285.07,1946.41,2299.82,4231.48,155.71,0,1226.61,1946.41,2102.12,3173.02,3328.73,-353.41
2450823,35287,2450842,47965,1065872,2532,39,47965,1065872,2532,39,1,5,17,2,9830,184,410,42,63.98,179.14,177.34,75.6,7448.28,2687.16,7523.88,223.44,0,2407.44,7448.28,7671.72,9855.72,10079.16,4761.12
2450823,30587,2450908,47856,1909175,1247,31766,47856,1909175,1247,31766,2,14,10,2,17695,168,411,11,75.32,181.52,14.52,1837,159.72,828.52,1996.72,3.19,0,598.95,159.72,162.91,758.67,761.86,-668.8
2450823,30587,2450862,47856,1909175,1247,31766,47856,1909175,1247,31766,2,41,13,5,16216,54,411,31,95.39,95.39,57.23,1182.96,1774.13,2957.09,2957.09,0,0,236.53,1774.13,1774.13,2010.66,2010.66,-1182.96
2450823,30587,2450853,47856,1909175,1247,31766,47856,1909175,1247,31766,2,57,8,4,2701,216,411,5,16.53,24.29,6.31,89.9,31.55,82.65,121.45,0.63,0,19.4,31.55,32.18,50.95,51.58,-51.1
2450823,30587,2450876,47856,1909175,1247,31766,47856,1909175,1247,31766,2,40,20,2,10972,213,411,99,32.98,77.83,35.02,4238.19,3466.98,3265.02,7705.17,104,0,1155.33,3466.98,3570.98,4622.31,4726.31,201.96
2450823,30587,2450891,47856,1909175,1247,31766,47856,1909175,1247,31766,2,93,2,1,3064,198,411,74,65.38,70.61,60.01,784.4,4440.74,4838.12,5225.14,222.03,0,1096.68,4440.74,4662.77,5537.42,5759.45,-397.38
2450823,30587,2450830,47856,1909175,1247,31766,47856,1909175,1247,31766,2,39,2,1,3188,169,411,90,39.94,68.29,34.82,3012.3,3133.8,3594.6,6146.1,188.02,0,1658.7,3133.8,3321.82,4792.5,4980.52,-460.8
2450823,30587,2450892,47856,1909175,1247,31766,47856,1909175,1247,31766,2,91,14,3,6664,218,411,10,38.55,90.97,79.14,118.3,791.4,385.5,909.7,7.91,0,354.7,791.4,799.31,1146.1,1154.01,405.9
2450823,30587,2450884,47856,1909175,1247,31766,47856,1909175,1247,31766,2,67,12,2,17288,37,411,34,59.45,98.09,24.52,2501.38,833.68,2021.3,3335.06,41.68,0,800.36,833.68,875.36,1634.04,1675.72,-1187.62
2450823,30587,2450899,47856,1909175,1247,31766,47856,1909175,1247,31766,2,67,9,1,15812,299,411,10,6.02,17.51,11.2,63.1,112,60.2,175.1,10.08,0,73.5,112,122.08,185.5,195.58,51.8
2450823,30587,2450903,47856,1909175,1247,31766,47856,1909175,1247,31766,2,84,2,5,284,74,411,30,89.23,252.52,242.41,303.3,7272.3,2676.9,7575.6,654.5,0,909,7272.3,7926.8,8181.3,8835.8,4595.4
2450823,30587,2450858,47856,1909175,1247,31766,47856,1909175,1247,31766,2,18,3,3,4838,182,411,6,49.81,135.98,23.11,677.22,138.66,298.86,815.88,1.38,0,130.5,138.66,140.04,269.16,270.54,-160.2
2450823,30587,2450827,47856,1909175,1247,31766,47856,1909175,1247,31766,2,61,1,3,5774,137,411,59,93.37,166.19,78.1,5197.31,4607.9,5508.83,9805.21,276.47,0,1568.81,4607.9,4884.37,6176.71,6453.18,-900.93
2450823,30587,2450875,47856,1909175,1247,31766,47856,1909175,1247,31766,2,28,14,5,17395,257,411,44,37.29,97.69,61.54,1590.6,2707.76,1640.76,4298.36,216.62,0,644.6,2707.76,2924.38,3352.36,3568.98,1067
2450823,30587,2450907,47856,1909175,1247,31766,47856,1909175,1247,31766,2,48,5,4,9853,31,411,8,59.38,108.66,29.33,634.64,234.64,475.04,869.28,18.77,0,278.16,234.64,253.41,512.8,531.57,-240.4
2450823,55187,2450874,35806,1598934,2509,29684,35806,1598934,2509,29684,2,94,14,5,6622,229,412,7,68.39,205.17,86.17,833,603.19,478.73,1436.19,18.15,343.81,71.75,259.38,277.53,331.13,349.28,-219.35
2450823,55187,2450862,35806,1598934,2509,29684,35806,1598934,2509,29684,2,9,11,5,17701,73,412,18,8.1,11.5,10.12,24.84,182.16,145.8,207,1.82,0,18.54,182.16,183.98,200.7,202.52,36.36
2450823,55187,2450860,35806,1598934,2509,29684,35806,1598934,2509,29684,2,51,18,2,10951,266,412,100,70.45,120.46,45.77,7469,4577,7045,12046,183.08,0,3131,4577,4760.08,7708,7891.08,-2468
2450823,55187,2450868,35806,1598934,2509,29684,35806,1598934,2509,29684,2,55,18,1,11125,139,412,79,24.05,29.82,16.1,1083.88,1271.9,1899.95,2355.78,5.34,1004.8,494.54,267.1,272.44,761.64,766.98,-1632.85
2450823,55187,2450843,35806,1598934,2509,29684,35806,1598934,2509,29684,2,100,13,2,6025,7,412,32,73.17,73.9,46.55,875.2,1489.6,2341.44,2364.8,104.27,0,1135.04,1489.6,1593.87,2624.64,2728.91,-851.84
2450823,55187,2450893,35806,1598934,2509,29684,35806,1598934,2509,29684,2,21,18,5,550,31,412,36,93.09,261.58,5.23,9228.6,188.28,3351.24,9416.88,7.62,103.55,3954.96,84.73,92.35,4039.69,4047.31,-3266.51
2450823,55187,2450860,35806,1598934,2509,29684,35806,1598934,2509,29684,2,37,7,3,12806,90,412,25,48.9,83.61,4.18,1985.75,104.5,1222.5,2090.25,0.83,83.6,585.25,20.9,21.73,606.15,606.98,-1201.6
2450823,55187,2450842,35806,1598934,2509,29684,35806,1598934,2509,29684,2,63,3,4,4376,38,412,95,6.14,15.35,0,1458.25,0,583.3,1458.25,0,0,524.4,0,0,524.4,524.4,-583.3
2450823,55187,2450883,35806,1598934,2509,29684,35806,1598934,2509,29684,2,40,11,3,15512,244,412,94,33.79,65.89,55.34,991.7,5201.96,3176.26,6193.66,208.07,0,2600.98,5201.96,5410.03,7802.94,8011.01,2025.7
2450823,55187,2450844,35806,1598934,2509,29684,35806,1598934,2509,29684,2,22,6,2,1142,267,412,54,34.73,86.47,26.8,3222.18,1447.2,1875.42,4669.38,14.47,0,186.3,1447.2,1461.67,1633.5,1647.97,-428.22
2450823,55187,2450857,35806,1598934,2509,29684,35806,1598934,2509,29684,2,107,16,3,11116,190,412,24,61.11,130.77,113.76,408.24,2730.24,1466.64,3138.48,81.9,0,721.68,2730.24,2812.14,3451.92,3533.82,1263.6
2450823,55187,2450854,35806,1598934,2509,29684,35806,1598934,2509,29684,2,64,13,4,308,191,412,78,15.59,24.47,14.43,783.12,1125.54,1216.02,1908.66,45.02,0,648.18,1125.54,1170.56,1773.72,1818.74,-90.48
2450823,55187,2450894,35806,1598934,2509,29684,35806,1598934,2509,29684,2,11,12,4,12104,30,412,62,25.06,32.82,24.94,488.56,1546.28,1553.72,2034.84,139.16,0,305.04,1546.28,1685.44,1851.32,1990.48,-7.44
2450823,55187,2450837,35806,1598934,2509,29684,35806,1598934,2509,29684,2,25,20,4,10744,207,412,46,91.66,189.73,81.58,4974.9,3752.68,4216.36,8727.58,37.52,2814.51,436.08,938.17,975.69,1374.25,1411.77,-3278.19
2450823,74463,2450896,87571,1528653,6535,26064,87571,1528653,6535,26064,4,47,6,2,17434,107,413,10,80.21,186.88,156.97,299.1,1569.7,802.1,1868.8,15.69,0,112.1,1569.7,1585.39,1681.8,1697.49,767.6
2450823,74463,2450840,87571,1528653,6535,26064,87571,1528653,6535,26064,4,50,9,3,12478,75,413,86,32.09,70.27,9.13,5258.04,785.18,2759.74,6043.22,15.7,0,1631.42,785.18,800.88,2416.6,2432.3,-1974.56
2450823,74463,2450841,87571,1528653,6535,26064,87571,1528653,6535,26064,4,45,9,5,9139,235,413,53,87.45,146.91,20.56,6696.55,1089.68,4634.85,7786.23,87.17,0,2491.53,1089.68,1176.85,3581.21,3668.38,-3545.17
2450823,74463,2450907,87571,1528653,6535,26064,87571,1528653,6535,26064,4,35,1,5,7166,157,413,34,83.13,160.44,112.3,1636.76,3818.2,2826.42,5454.96,267.27,0,1363.74,3818.2,4085.47,5181.94,5449.21,991.78
2450823,74463,2450887,87571,1528653,6535,26064,87571,1528653,6535,26064,4,29,11,4,11731,77,413,69,67.55,137.12,126.15,756.93,8704.35,4660.95,9461.28,435.21,0,378.12,8704.35,9139.56,9082.47,9517.68,4043.4
2450823,74463,2450871,87571,1528653,6535,26064,87571,1528653,6535,26064,4,43,15,2,10064,83,413,99,99.57,219.05,208.09,1085.04,20600.91,9857.43,21685.95,519.14,13184.58,9324.81,7416.33,7935.47,16741.14,17260.28,-2441.1
2450823,74463,2450911,87571,1528653,6535,26064,87571,1528653,6535,26064,4,77,13,3,1267,27,413,16,19.19,37.8,24.57,211.68,393.12,307.04,604.8,31.44,0,72.48,393.12,424.56,465.6,497.04,86.08
2450823,74463,2450828,87571,1528653,6535,26064,87571,1528653,6535,26064,4,16,2,1,11017,219,413,6,95.9,187.96,116.53,428.58,699.18,575.4,1127.76,11.11,328.61,248.1,370.57,381.68,618.67,629.78,-204.83
2450823,74463,2450837,87571,1528653,6535,26064,87571,1528653,6535,26064,4,18,10,1,6110,201,413,50,11.78,24.97,16.23,437,811.5,589,1248.5,32.46,0,624,811.5,843.96,1435.5,1467.96,222.5
2450823,74463,2450872,87571,1528653,6535,26064,87571,1528653,6535,26064,4,68,16,5,6290,205,413,55,14.96,39.64,34.48,283.8,1896.4,822.8,2180.2,37.92,0,21.45,1896.4,1934.32,1917.85,1955.77,1073.6
2450823,74463,2450913,87571,1528653,6535,26064,87571,1528653,6535,26064,4,36,5,5,8786,267,413,28,84.01,199.1,49.77,4181.24,1393.56,2352.28,5574.8,41.8,0,2285.64,1393.56,1435.36,3679.2,3721,-958.72
2450823,74463,2450884,87571,1528653,6535,26064,87571,1528653,6535,26064,4,24,10,2,202,133,413,58,19.78,26.3,4.2,1281.8,243.6,1147.24,1525.4,17.05,0,411.8,243.6,260.65,655.4,672.45,-903.64
