ws_sold_date_sk,ws_sold_time_sk,ws_ship_date_sk,ws_item_sk,ws_bill_customer_sk,ws_bill_cdemo_sk,ws_bill_hdemo_sk,ws_bill_addr_sk,ws_ship_customer_sk,ws_ship_cdemo_sk,ws_ship_hdemo_sk,ws_ship_addr_sk,ws_web_page_sk,ws_web_site_sk,ws_ship_mode_sk,ws_warehouse_sk,ws_promo_sk,ws_order_number,ws_quantity,ws_wholesale_cost,ws_list_price,ws_sales_price,ws_ext_discount_amt,ws_ext_sales_price,ws_ext_wholesale_cost,ws_ext_list_price,ws_ext_tax,ws_coupon_amt,ws_ext_ship_cost,ws_net_paid,ws_net_paid_inc_tax,ws_net_paid_inc_ship,ws_net_paid_inc_ship_tax,ws_net_profit
2452171,16569,2452205,1515,71106,890953,400,39447,21336,502622,2714,16806,39,9,13,3,193,509,96,78.21,88.37,12.37,7296,1187.52,7508.16,8483.52,47.5,0,3308.16,1187.52,1235.02,4495.68,4543.18,-6320.64
2452171,16569,2452230,3947,71106,890953,400,39447,21336,502622,2714,16806,19,17,8,4,43,509,53,37.98,100.26,86.22,744.12,4569.66,2012.94,5313.78,365.57,0,2178.3,4569.66,4935.23,6747.96,7113.53,2556.72
2452171,16569,2452180,15253,71106,890953,400,39447,21336,502622,2714,16806,21,19,6,5,141,509,100,21.38,53.23,15.43,3780,1543,2138,5323,138.87,0,1171,1543,1681.87,2714,2852.87,-595
2452171,16569,2452225,3887,71106,890953,400,39447,21336,502622,2714,16806,11,25,3,5,290,509,20,32.99,68.61,38.42,603.8,768.4,659.8,1372.2,30.73,0,260.6,768.4,799.13,1029,1059.73,108.6
2452171,16569,2452259,3879,71106,890953,400,39447,21336,502622,2714,16806,7,27,11,3,155,509,4,47.25,120.01,72,192.04,288,189,480.04,0,118.08,14.4,169.92,169.92,184.32,184.32,-19.08
2452171,16569,2452246,15819,71106,890953,400,39447,21336,502622,2714,16806,29,17,3,2,21,509,51,72.82,136.9,21.9,5865,1116.9,3713.82,6981.9,7.59,357.4,1954.83,759.5,767.09,2714.33,2721.92,-2954.32
2452171,16569,2452229,13709,71106,890953,400,39447,21336,502622,2714,16806,55,17,7,5,183,509,69,20.01,34.01,9.18,1713.27,633.42,1380.69,2346.69,17.98,183.69,492.66,449.73,467.71,942.39,960.37,-930.96
2452171,16569,2452262,17025,71106,890953,400,39447,21336,502622,2714,16806,11,17,9,2,272,509,24,78.23,82.92,55.55,656.88,1333.2,1877.52,1990.08,93.32,0,238.8,1333.2,1426.52,1572,1665.32,-544.32
2452171,16569,2452212,647,71106,890953,400,39447,21336,502622,2714,16806,51,19,7,1,218,509,75,98.7,118.44,47.37,5330.25,3552.75,7402.5,8883,106.58,0,621.75,3552.75,3659.33,4174.5,4281.08,-3849.75
2452171,16569,2452222,9409,71106,890953,400,39447,21336,502622,2714,16806,7,29,16,2,78,509,2,78.61,181.58,94.42,174.32,188.84,157.22,363.16,11.33,0,123.46,188.84,200.17,312.3,323.63,31.62
2452171,16569,2452237,1105,71106,890953,400,39447,21336,502622,2714,16806,41,15,8,5,105,509,28,26.23,26.75,3.74,644.28,104.72,734.44,749,3.14,0,119.84,104.72,107.86,224.56,227.7,-629.72
2452171,16569,2452239,11767,71106,890953,400,39447,21336,502622,2714,16806,23,5,17,1,135,509,22,66.75,120.81,12.08,2392.06,265.76,1468.5,2657.82,0,0,451.66,265.76,265.76,717.42,717.42,-1202.74
2452171,16569,2452231,15493,71106,890953,400,39447,21336,502622,2714,16806,7,5,2,1,180,509,33,45.98,112.65,73.22,1301.19,2416.26,1517.34,3717.45,96.65,0,36.96,2416.26,2512.91,2453.22,2549.87,898.92
2452171,16569,2452268,15315,71106,890953,400,39447,21336,502622,2714,16806,25,17,15,1,110,509,29,85.42,186.21,165.72,594.21,4805.88,2477.18,5400.09,240.29,0,2322.03,4805.88,5046.17,7127.91,7368.2,2328.7
2451997,74746,2452110,17049,95808,818065,3522,16579,39953,1809633,4078,11370,11,15,10,2,254,510,87,87.06,161.93,72.86,7749.09,6338.82,7574.22,14087.91,126.77,0,5071.23,6338.82,6465.59,11410.05,11536.82,-1235.4
2451997,74746,2452003,17331,95808,818065,3522,16579,39953,1809633,4078,11370,25,1,9,4,242,510,60,45.75,66.33,19.89,2786.4,1193.4,2745,3979.8,83.53,0,556.8,1193.4,1276.93,1750.2,1833.73,-1551.6
2451997,74746,2452089,1371,95808,818065,3522,16579,39953,1809633,4078,11370,45,15,13,3,180,510,91,84.78,185.66,126.24,5407.22,11487.84,7714.98,16895.06,229.75,0,1182.09,11487.84,11717.59,12669.93,12899.68,3772.86
2451997,74746,2452074,11349,95808,818065,3522,16579,39953,1809633,4078,11370,13,23,17,2,297,510,58,6.81,14.77,12.55,128.76,727.9,394.98,856.66,65.51,0,128.18,727.9,793.41,856.08,921.59,332.92
2451997,74746,2452006,8863,95808,818065,3522,16579,39953,1809633,4078,11370,11,3,8,4,290,510,53,57.21,131.58,64.47,3556.83,3416.91,3032.13,6973.74,20.15,1400.93,2998.21,2015.98,2036.13,5014.19,5034.34,-1016.15
2451997,74746,2452043,6837,95808,818065,3522,16579,39953,1809633,4078,11370,57,7,19,4,49,510,67,47.96,103.11,71.14,2141.99,4766.38,3213.32,6908.37,381.31,0,1173.84,4766.38,5147.69,5940.22,6321.53,1553.06
2451997,74746,2452060,13617,95808,818065,3522,16579,39953,1809633,4078,11370,59,9,10,5,260,510,33,33.11,82.77,43.86,1284.03,1447.38,1092.63,2731.41,115.79,0,409.53,1447.38,1563.17,1856.91,1972.7,354.75
2451997,74746,2452052,6261,95808,818065,3522,16579,39953,1809633,4078,11370,57,21,16,1,116,510,48,32.21,78.27,60.26,864.48,2892.48,1546.08,3756.96,173.54,0,826.08,2892.48,3066.02,3718.56,3892.1,1346.4
2451997,74746,2452065,14523,95808,818065,3522,16579,39953,1809633,4078,11370,35,19,12,4,16,510,40,62.4,152.88,12.23,5626,489.2,2496,6115.2,14.67,0,2446,489.2,503.87,2935.2,2949.87,-2006.8
2451997,74746,2452081,9853,95808,818065,3522,16579,39953,1809633,4078,11370,3,29,8,3,31,510,31,37.3,41.4,9.93,975.57,307.83,1156.3,1283.4,24.62,0,615.97,307.83,332.45,923.8,948.42,-848.47
2451997,74746,2452056,10857,95808,818065,3522,16579,39953,1809633,4078,11370,51,7,2,5,58,510,39,49.94,125.84,42.78,3239.34,1668.42,1947.66,4907.76,33.36,0,2453.88,1668.42,1701.78,4122.3,4155.66,-279.24
2451905,78389,2451969,1718,88189,128849,7109,42122,98180,784312,393,24521,55,23,9,1,190,511,36,30.19,39.54,6.72,1181.52,241.92,1086.84,1423.44,7.25,0,85.32,241.92,249.17,327.24,334.49,-844.92
2451905,78389,2451958,7903,88189,128849,7109,42122,98180,784312,393,24521,55,25,15,5,252,511,51,97.56,149.26,17.91,6698.85,913.41,4975.56,7612.26,21.1,611.98,3501.15,301.43,322.53,3802.58,3823.68,-4674.13
2451905,78389,2451984,10880,88189,128849,7109,42122,98180,784312,393,24521,20,11,8,3,245,511,51,71.47,213.69,185.91,1416.78,9481.41,3644.97,10898.19,663.69,0,1525.41,9481.41,10145.1,11006.82,11670.51,5836.44
2451905,78389,2451946,6481,88189,128849,7109,42122,98180,784312,393,24521,49,1,7,3,259,511,21,65.26,124.64,112.17,261.87,2355.57,1370.46,2617.44,164.88,0,549.57,2355.57,2520.45,2905.14,3070.02,985.11
2451905,78389,2451922,1463,88189,128849,7109,42122,98180,784312,393,24521,35,19,2,1,203,511,10,33.45,57.19,0.57,566.2,5.7,334.5,571.9,0.34,0,85.7,5.7,6.04,91.4,91.74,-328.8
2451905,78389,2451916,2105,88189,128849,7109,42122,98180,784312,393,24521,56,2,18,4,267,511,68,20.15,33.65,32.3,91.8,2196.4,1370.2,2288.2,43.92,0,571.88,2196.4,2240.32,2768.28,2812.2,826.2
2451905,78389,2452012,14264,88189,128849,7109,42122,98180,784312,393,24521,59,2,4,1,158,511,76,74.76,151.76,139.61,923.4,10610.36,5681.76,11533.76,0,0,1729.76,10610.36,10610.36,12340.12,12340.12,4928.6
2451905,78389,2451939,16724,88189,128849,7109,42122,98180,784312,393,24521,50,19,7,1,165,511,67,75.2,216.57,110.45,7110.04,7400.15,5038.4,14510.19,370,0,6819.26,7400.15,7770.15,14219.41,14589.41,2361.75
2451905,78389,2451930,8141,88189,128849,7109,42122,98180,784312,393,24521,49,23,6,5,114,511,83,3.24,4.27,3.62,53.95,300.46,268.92,354.41,15.02,0,81.34,300.46,315.48,381.8,396.82,31.54
2451905,78389,2451953,10295,88189,128849,7109,42122,98180,784312,393,24521,5,26,18,4,160,511,61,4.66,12.16,9.72,148.84,592.92,284.26,741.76,11.85,0,259.25,592.92,604.77,852.17,864.02,308.66
2451905,78389,2451964,7333,88189,128849,7109,42122,98180,784312,393,24521,38,5,19,5,148,511,6,59.58,152.52,21.35,787.02,128.1,357.48,915.12,2.56,0,301.98,128.1,130.66,430.08,432.64,-229.38
2451905,78389,2451981,12331,88189,128849,7109,42122,98180,784312,393,24521,41,13,6,2,251,511,52,59.24,126.77,39.29,4548.96,2043.08,3080.48,6592.04,81.72,0,395.2,2043.08,2124.8,2438.28,2520,-1037.4
2451905,78389,2451989,11156,88189,128849,7109,42122,98180,784312,393,24521,26,19,16,2,298,511,95,35.51,67.11,8.72,5547.05,828.4,3373.45,6375.45,41.42,0,637.45,828.4,869.82,1465.85,1507.27,-2545.05
2451905,78389,2451984,187,88189,128849,7109,42122,98180,784312,393,24521,50,2,18,4,20,511,15,67.89,162.93,24.43,2077.5,366.45,1018.35,2443.95,3.66,0,733.05,366.45,370.11,1099.5,1103.16,-651.9
2451147,55839,2451152,12757,633,1607914,6395,11676,59979,1579037,4311,10785,46,28,13,4,212,512,13,65.75,123.61,67.98,723.19,883.74,854.75,1606.93,44.18,0,192.79,883.74,927.92,1076.53,1120.71,28.99
2451147,55839,2451238,7081,633,1607914,6395,11676,59979,1579037,4311,10785,16,14,10,4,291,512,95,60.99,159.79,113.45,4402.3,10777.75,5794.05,15180.05,431.11,0,5312.4,10777.75,11208.86,16090.15,16521.26,4983.7
2451147,55839,2451217,6626,633,1607914,6395,11676,59979,1579037,4311,10785,56,20,10,2,121,512,71,31.52,77.22,61,1151.62,4331,2237.92,5482.62,173.24,0,164.01,4331,4504.24,4495.01,4668.25,2093.08
2451147,55839,2451196,4514,633,1607914,6395,11676,59979,1579037,4311,10785,37,13,5,3,91,512,51,11.09,30.49,10.97,995.52,559.47,565.59,1554.99,16.78,0,481.95,559.47,576.25,1041.42,1058.2,-6.12
2451147,55839,2451177,7388,633,1607914,6395,11676,59979,1579037,4311,10785,22,7,19,1,33,512,19,39.82,101.14,79.9,403.56,1518.1,756.58,1921.66,136.62,0,211.28,1518.1,1654.72,1729.38,1866,761.52
2451147,55839,2451260,14288,633,1607914,6395,11676,59979,1579037,4311,10785,13,19,3,3,266,512,90,31.08,41.33,19.01,2008.8,1710.9,2797.2,3719.7,70.83,923.88,1226.7,787.02,857.85,2013.72,2084.55,-2010.18
2451147,55839,2451157,8060,633,1607914,6395,11676,59979,1579037,4311,10785,20,10,18,3,238,512,75,16.44,42.74,4.7,2853,352.5,1233,3205.5,7.05,0,1218,352.5,359.55,1570.5,1577.55,-880.5
2451147,55839,2451184,7294,633,1607914,6395,11676,59979,1579037,4311,10785,22,4,11,2,200,512,54,93.62,156.34,28.14,6922.8,1519.56,5055.48,8442.36,40.26,714.19,1772.82,805.37,845.63,2578.19,2618.45,-4250.11
2451147,55839,2451198,16352,633,1607914,6395,11676,59979,1579037,4311,10785,55,25,18,3,208,512,2,48.06,92.75,4.63,176.24,9.26,96.12,185.5,0.27,0,9.26,9.26,9.53,18.52,18.79,-86.86
2451147,55839,2451179,16202,633,1607914,6395,11676,59979,1579037,4311,10785,32,1,18,2,29,512,39,44.05,92.5,50.87,1623.57,1983.93,1717.95,3607.5,19.83,0,1082.25,1983.93,2003.76,3066.18,3086.01,265.98
2451147,55839,2451245,14950,633,1607914,6395,11676,59979,1579037,4311,10785,10,16,9,2,145,512,91,76.71,95.88,16.29,7242.69,1482.39,6980.61,8725.08,0,0,173.81,1482.39,1482.39,1656.2,1656.2,-5498.22
2451147,55839,2451210,15538,633,1607914,6395,11676,59979,1579037,4311,10785,55,13,9,3,110,512,28,76.19,111.99,43.67,1912.96,1222.76,2133.32,3135.72,36.68,0,971.88,1222.76,1259.44,2194.64,2231.32,-910.56
2451147,55839,2451150,3907,633,1607914,6395,11676,59979,1579037,4311,10785,43,1,7,3,132,512,52,92.04,185,61.05,6445.4,3174.6,4786.08,9620,0,0,3463.2,3174.6,3174.6,6637.8,6637.8,-1611.48
2450897,71825,2450915,15674,85543,529335,3080,30872,75710,729757,449,9141,31,7,9,2,275,513,44,82.72,181.15,117.74,2790.04,5180.56,3639.68,7970.6,466.25,0,1275.12,5180.56,5646.81,6455.68,6921.93,1540.88
2450897,71825,2450935,11047,85543,529335,3080,30872,75710,729757,449,9141,16,20,6,1,26,513,6,75.18,148.1,20.73,764.22,124.38,451.08,888.6,9.95,0,426.48,124.38,134.33,550.86,560.81,-326.7
2450897,71825,2450983,5102,85543,529335,3080,30872,75710,729757,449,9141,44,13,1,2,206,513,95,54.06,68.65,27.46,3913.05,2608.7,5135.7,6521.75,52.17,0,130.15,2608.7,2660.87,2738.85,2791.02,-2527
2450897,71825,2451011,3116,85543,529335,3080,30872,75710,729757,449,9141,4,4,13,3,296,513,63,25.93,69.23,8.99,3795.12,566.37,1633.59,4361.49,0.51,560.7,2180.43,5.67,6.18,2186.1,2186.61,-1627.92
2450897,71825,2450960,1555,85543,529335,3080,30872,75710,729757,449,9141,7,22,3,1,52,513,18,63.87,136.68,121.64,270.72,2189.52,1149.66,2460.24,109.47,0,738,2189.52,2298.99,2927.52,3036.99,1039.86
2450897,71825,2450976,794,85543,529335,3080,30872,75710,729757,449,9141,43,26,16,1,193,513,73,41.83,113.35,113.35,0,8274.55,3053.59,8274.55,744.7,0,1241,8274.55,9019.25,9515.55,10260.25,5220.96
2450897,71825,2450943,13198,85543,529335,3080,30872,75710,729757,449,9141,10,2,18,4,170,513,37,47.69,125.42,26.33,3666.33,974.21,1764.53,4640.54,9.74,0,2227.4,974.21,983.95,3201.61,3211.35,-790.32
2450897,71825,2450899,17372,85543,529335,3080,30872,75710,729757,449,9141,50,7,15,1,187,513,20,72.73,197.09,197.09,0,3941.8,1454.6,3941.8,203.39,551.85,1931.4,3389.95,3593.34,5321.35,5524.74,1935.35
2452218,15463,2452290,3085,477,867506,4135,9564,74604,715782,726,9317,39,11,19,5,68,514,17,38.71,59.61,5.36,922.25,91.12,658.07,1013.37,2.73,0,111.35,91.12,93.85,202.47,205.2,-566.95
2452218,15463,2452247,5837,477,867506,4135,9564,74604,715782,726,9317,11,23,8,4,90,514,28,85.69,206.51,148.68,1619.24,4163.04,2399.32,5782.28,0,0,2081.52,4163.04,4163.04,6244.56,6244.56,1763.72
2452218,15463,2452318,1007,477,867506,4135,9564,74604,715782,726,9317,3,1,20,2,231,514,70,13.93,31.06,13.35,1239.7,934.5,975.1,2174.2,28.03,0,630,934.5,962.53,1564.5,1592.53,-40.6
2452218,15463,2452220,4875,477,867506,4135,9564,74604,715782,726,9317,29,25,8,3,148,514,8,27.48,46.44,33.9,100.32,271.2,219.84,371.52,16.27,0,55.68,271.2,287.47,326.88,343.15,51.36
2452218,15463,2452263,14235,477,867506,4135,9564,74604,715782,726,9317,15,9,2,4,176,514,88,1.22,2.65,1.72,81.84,151.36,107.36,233.2,10.59,0,39.6,151.36,161.95,190.96,201.55,44
2452218,15463,2452234,14047,477,867506,4135,9564,74604,715782,726,9317,11,21,16,1,176,514,86,43.52,70.5,26.08,3820.12,2242.88,3742.72,6063,134.57,0,666.5,2242.88,2377.45,2909.38,3043.95,-1499.84
2452218,15463,2452231,9153,477,867506,4135,9564,74604,715782,726,9317,11,29,14,3,252,514,53,77.82,165.75,134.25,1669.5,7115.25,4124.46,8784.75,284.61,0,878.21,7115.25,7399.86,7993.46,8278.07,2990.79
2452218,15463,2452311,6019,477,867506,4135,9564,74604,715782,726,9317,33,27,11,3,65,514,78,99.73,103.71,40.44,4935.06,3154.32,7778.94,8089.38,63.08,0,3720.6,3154.32,3217.4,6874.92,6938,-4624.62
2452218,15463,2452227,16241,477,867506,4135,9564,74604,715782,726,9317,13,1,12,1,20,514,72,16.62,49.86,22.93,1938.96,1650.96,1196.64,3589.92,33.01,0,969.12,1650.96,1683.97,2620.08,2653.09,454.32
2452218,15463,2452264,10381,477,867506,4135,9564,74604,715782,726,9317,29,15,14,2,70,514,43,62.39,101.07,12.12,3824.85,521.16,2682.77,4346.01,0,521.16,434.3,0,0,434.3,434.3,-2682.77
2452231,72963,2452328,15883,22555,415670,3538,29806,20123,986846,6604,31962,21,19,19,3,157,515,66,64.27,178.02,32.04,9634.68,2114.64,4241.82,11749.32,0,0,469.92,2114.64,2114.64,2584.56,2584.56,-2127.18
2452231,72963,2452341,11575,22555,415670,3538,29806,20123,986846,6604,31962,57,27,9,4,82,515,60,36.73,85.21,53.68,1891.8,3220.8,2203.8,5112.6,128.83,0,970.8,3220.8,3349.63,4191.6,4320.43,1017
2452231,72963,2452300,8371,22555,415670,3538,29806,20123,986846,6604,31962,11,11,19,2,225,515,21,33.43,89.92,62.94,566.58,1321.74,702.03,1888.32,28.41,753.39,18.69,568.35,596.76,587.04,615.45,-133.68
2452231,72963,2452264,2795,22555,415670,3538,29806,20123,986846,6604,31962,47,19,9,5,74,515,95,40.91,58.91,11.78,4477.35,1119.1,3886.45,5596.45,100.71,0,2238.2,1119.1,1219.81,3357.3,3458.01,-2767.35
2452231,72963,2452294,14721,22555,415670,3538,29806,20123,986846,6604,31962,33,15,9,5,48,515,42,73.45,102.09,9.18,3902.22,385.56,3084.9,4287.78,11.56,0,2058,385.56,397.12,2443.56,2455.12,-2699.34
2452231,72963,2452240,10875,22555,415670,3538,29806,20123,986846,6604,31962,43,11,10,4,108,515,48,27.47,33.23,1.32,1531.68,63.36,1318.56,1595.04,1.9,0,350.88,63.36,65.26,414.24,416.14,-1255.2
2452231,72963,2452241,16577,22555,415670,3538,29806,20123,986846,6604,31962,3,7,19,1,266,515,76,39.13,80.99,72.08,677.16,5478.08,2973.88,6155.24,232.27,2574.69,2276.96,2903.39,3135.66,5180.35,5412.62,-70.49
2452231,72963,2452291,9975,22555,415670,3538,29806,20123,986846,6604,31962,3,7,13,5,234,515,4,24.54,27.48,20.06,29.68,80.24,98.16,109.92,4.01,0,52.76,80.24,84.25,133,137.01,-17.92
2452231,72963,2452350,10677,22555,415670,3538,29806,20123,986846,6604,31962,7,21,8,3,55,515,31,67.79,146.42,17.57,3994.35,544.67,2101.49,4539.02,49.02,0,226.92,544.67,593.69,771.59,820.61,-1556.82
2452231,72963,2452324,4205,22555,415670,3538,29806,20123,986846,6604,31962,37,25,7,4,228,515,1,33.06,55.54,14.99,40.55,14.99,33.06,55.54,0.29,0,2.22,14.99,15.28,17.21,17.5,-18.07
2451899,75233,2451905,13105,26446,1519018,1190,10962,81496,285619,6525,21031,25,25,20,5,50,516,75,6.24,13.47,1.88,869.25,141,468,1010.25,3.63,19.74,414,121.26,124.89,535.26,538.89,-346.74
2451899,75233,2451935,5849,26446,1519018,1190,10962,81496,285619,6525,21031,5,14,3,3,113,516,56,21.42,42.41,34.77,427.84,1947.12,1199.52,2374.96,77.88,0,498.4,1947.12,2025,2445.52,2523.4,747.6
2451899,75233,2451983,10565,26446,1519018,1190,10962,81496,285619,6525,21031,7,8,16,2,8,516,14,54.39,146.85,58.74,1233.54,822.36,761.46,2055.9,65.78,0,637.28,822.36,888.14,1459.64,1525.42,60.9
2451899,75233,2451916,11695,26446,1519018,1190,10962,81496,285619,6525,21031,31,2,5,3,124,516,6,64.49,167.02,118.58,290.64,711.48,386.94,1002.12,8.89,533.61,230.46,177.87,186.76,408.33,417.22,-209.07
2451899,75233,2451957,6089,26446,1519018,1190,10962,81496,285619,6525,21031,47,1,8,3,255,516,51,67.82,147.16,77.99,3527.67,3977.49,3458.82,7505.16,39.77,0,1500.93,3977.49,4017.26,5478.42,5518.19,518.67
2451899,75233,2451976,5330,26446,1519018,1190,10962,81496,285619,6525,21031,14,14,18,5,15,516,18,89,187.79,33.8,2771.82,608.4,1602,3380.22,42.58,0,642.24,608.4,650.98,1250.64,1293.22,-993.6
2451899,75233,2451976,15896,26446,1519018,1190,10962,81496,285619,6525,21031,5,17,15,4,290,516,28,67.02,136.05,21.76,3200.12,609.28,1876.56,3809.4,18.27,0,838.04,609.28,627.55,1447.32,1465.59,-1267.28
2451899,75233,2451944,10004,26446,1519018,1190,10962,81496,285619,6525,21031,20,14,12,1,290,516,20,46.46,82.69,14.05,1372.8,281,929.2,1653.8,8.43,0,760.6,281,289.43,1041.6,1050.03,-648.2
2451899,75233,2451971,12482,26446,1519018,1190,10962,81496,285619,6525,21031,59,17,11,5,172,516,84,84.92,157.1,114.68,3563.28,9633.12,7133.28,13196.4,346.79,3853.24,2374.68,5779.88,6126.67,8154.56,8501.35,-1353.4
2451899,75233,2452019,6164,26446,1519018,1190,10962,81496,285619,6525,21031,8,20,14,5,253,516,18,45.76,97.01,18.43,1414.44,331.74,823.68,1746.18,10.88,59.71,174.6,272.03,282.91,446.63,457.51,-551.65
2451577,67567,2451584,4820,6803,219512,6621,21730,88096,724975,1227,3079,19,14,9,2,205,517,75,77.76,200.62,22.06,13392,1654.5,5832,15046.5,57.9,496.35,3912,1158.15,1216.05,5070.15,5128.05,-4673.85
2451577,67567,2451666,14993,6803,219512,6621,21730,88096,724975,1227,3079,13,14,9,2,198,517,66,42.14,93.55,16.83,5063.52,1110.78,2781.24,6174.3,44.43,0,863.94,1110.78,1155.21,1974.72,2019.15,-1670.46
2451577,67567,2451654,85,6803,219512,6621,21730,88096,724975,1227,3079,20,11,18,3,88,517,75,28.03,52.13,14.07,2854.5,1055.25,2102.25,3909.75,10.55,0,938.25,1055.25,1065.8,1993.5,2004.05,-1047
2451577,67567,2451605,8606,6803,219512,6621,21730,88096,724975,1227,3079,35,20,4,2,110,517,71,62.12,101.25,11.13,6398.52,790.23,4410.52,7188.75,0,0,3594.02,790.23,790.23,4384.25,4384.25,-3620.29
2451577,67567,2451635,11915,6803,219512,6621,21730,88096,724975,1227,3079,20,25,15,2,199,517,79,62.93,179.97,80.98,7820.21,6397.42,4971.47,14217.63,0,0,710.21,6397.42,6397.42,7107.63,7107.63,1425.95
2451577,67567,2451601,313,6803,219512,6621,21730,88096,724975,1227,3079,38,2,11,5,29,517,84,9.75,11.6,9.39,185.64,788.76,819,974.4,39.43,0,126,788.76,828.19,914.76,954.19,-30.24
2451577,67567,2451607,3128,6803,219512,6621,21730,88096,724975,1227,3079,53,8,13,1,59,517,21,5.13,12.97,7.78,108.99,163.38,107.73,272.37,4.9,0,122.43,163.38,168.28,285.81,290.71,55.65
2451577,67567,2451598,8267,6803,219512,6621,21730,88096,724975,1227,3079,59,5,9,2,275,517,29,80.84,90.54,62.47,814.03,1811.63,2344.36,2625.66,18.11,0,498.8,1811.63,1829.74,2310.43,2328.54,-532.73
2451577,67567,2451643,17534,6803,219512,6621,21730,88096,724975,1227,3079,37,17,19,2,182,517,46,2.82,8.46,6.42,93.84,295.32,129.72,389.16,0,0,42.78,295.32,295.32,338.1,338.1,165.6
2451577,67567,2451661,6997,6803,219512,6621,21730,88096,724975,1227,3079,41,8,19,3,77,517,85,77.84,81.73,4.9,6530.55,416.5,6616.4,6947.05,29.15,0,2292.45,416.5,445.65,2708.95,2738.1,-6199.9
2451577,67567,2451619,17312,6803,219512,6621,21730,88096,724975,1227,3079,50,14,20,4,231,517,35,5.17,11.83,1.89,347.9,66.15,180.95,414.05,4.63,0,115.85,66.15,70.78,182,186.63,-114.8
2451577,67567,2451640,10352,6803,219512,6621,21730,88096,724975,1227,3079,14,8,9,1,10,517,41,30.4,65.66,54.49,457.97,2234.09,1246.4,2692.06,178.72,0,1157.43,2234.09,2412.81,3391.52,3570.24,987.69
2451577,67567,2451681,13979,6803,219512,6621,21730,88096,724975,1227,3079,32,5,9,5,201,517,46,73.86,130.73,104.58,1202.9,4810.68,3397.56,6013.58,48.1,0,2044.24,4810.68,4858.78,6854.92,6903.02,1413.12
2451577,67567,2451631,12479,6803,219512,6621,21730,88096,724975,1227,3079,14,11,7,3,69,517,32,1.55,4.57,1.41,101.12,45.12,49.6,146.24,0.45,0,34.88,45.12,45.57,80,80.45,-4.48
2451577,67567,2451682,16103,6803,219512,6621,21730,88096,724975,1227,3079,5,20,16,4,229,517,96,2.66,6.22,2.48,359.04,238.08,255.36,597.12,11.9,0,267.84,238.08,249.98,505.92,517.82,-17.28
2452208,84445,2452311,6245,68615,1893082,396,36863,1773,243111,495,40279,45,23,11,5,249,518,67,92.34,121.88,29.25,6206.21,1959.75,6186.78,8165.96,104.06,803.49,1061.28,1156.26,1260.32,2217.54,2321.6,-5030.52
2452208,84445,2452293,13685,68615,1893082,396,36863,1773,243111,495,40279,47,7,1,3,138,518,11,19.25,47.93,34.5,147.73,379.5,211.75,527.23,30.36,0,179.19,379.5,409.86,558.69,589.05,167.75
2452208,84445,2452253,6951,68615,1893082,396,36863,1773,243111,495,40279,45,25,16,4,299,518,37,66.22,130.45,88.7,1544.75,3281.9,2450.14,4826.65,98.45,0,0,3281.9,3380.35,3281.9,3380.35,831.76
2452208,84445,2452226,1411,68615,1893082,396,36863,1773,243111,495,40279,49,7,13,2,151,518,56,27.79,80.86,32.34,2717.12,1811.04,1556.24,4528.16,99.42,706.3,452.48,1104.74,1204.16,1557.22,1656.64,-451.5
2452208,84445,2452271,10819,68615,1893082,396,36863,1773,243111,495,40279,49,29,8,3,211,518,67,67.79,100.32,7.02,6251.1,470.34,4541.93,6721.44,4.51,319.83,2016.03,150.51,155.02,2166.54,2171.05,-4391.42
2452208,84445,2452266,11755,68615,1893082,396,36863,1773,243111,495,40279,3,1,20,4,118,518,83,60.94,123.09,41.85,6742.92,3473.55,5058.02,10216.47,173.67,0,2349.73,3473.55,3647.22,5823.28,5996.95,-1584.47
2452208,84445,2452313,4777,68615,1893082,396,36863,1773,243111,495,40279,51,1,6,3,203,518,63,16.4,21.32,3.83,1101.87,241.29,1033.2,1343.16,2.41,0,335.79,241.29,243.7,577.08,579.49,-791.91
2452208,84445,2452325,10923,68615,1893082,396,36863,1773,243111,495,40279,25,13,11,5,19,518,82,78.78,189.85,134.79,4514.92,11052.78,6459.96,15567.7,110.52,0,4202.5,11052.78,11163.3,15255.28,15365.8,4592.82
2452208,84445,2452254,11621,68615,1893082,396,36863,1773,243111,495,40279,9,5,1,4,110,518,5,30.23,46.85,37.94,44.55,189.7,151.15,234.25,11.38,0,74.95,189.7,201.08,264.65,276.03,38.55
2452208,84445,2452269,757,68615,1893082,396,36863,1773,243111,495,40279,11,13,11,2,206,518,24,72.27,109.85,41.74,1634.64,1001.76,1734.48,2636.4,40.07,0,553.44,1001.76,1041.83,1555.2,1595.27,-732.72
2452208,84445,2452217,1217,68615,1893082,396,36863,1773,243111,495,40279,41,7,17,3,276,518,49,60.91,168.11,142.89,1235.78,7001.61,2984.59,8237.39,210.04,0,3706.36,7001.61,7211.65,10707.97,10918.01,4017.02
2452549,51024,2452654,14085,27858,1573246,6187,15975,18574,1511537,4263,33036,1,13,3,4,25,519,4,40.92,102.3,53.19,196.44,212.76,163.68,409.2,10.63,0,147.28,212.76,223.39,360.04,370.67,49.08
2452549,51024,2452596,16837,27858,1573246,6187,15975,18574,1511537,4263,33036,42,12,4,2,240,519,17,50.76,63.95,43.48,347.99,739.16,862.92,1087.15,22.17,0,65.11,739.16,761.33,804.27,826.44,-123.76
