l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_shipmode,l_comment
3845,58967,6483,3,17,32741.32,0.08,0.01,A,F,6/12/1992,7/5/1992,6/26/1992,TAKE BACK RETURN,RAIL, pending accounts 
3845,45398,407,4,1,1343.39,0.04,0.05,R,F,5/21/1992,6/7/1992,6/17/1992,COLLECT COD,REG AIR,ross the brave req
3845,195390,5391,5,27,40105.53,0,0.05,R,F,8/20/1992,7/17/1992,9/2/1992,COLLECT COD,REG AIR,requests ha
3845,104773,7284,6,30,53333.1,0.09,0.06,R,F,8/21/1992,7/7/1992,8/25/1992,COLLECT COD,FOB,p closely. furiously bold deposits use bu
3846,60152,2659,1,15,16682.25,0.06,0.03,N,O,2/17/1998,4/27/1998,2/21/1998,NONE,REG AIR,al decoys wake along th
3846,170299,300,2,30,41078.7,0.08,0.07,N,O,5/1/1998,3/12/1998,5/20/1998,TAKE BACK RETURN,FOB,even requests. regular reques
3846,14707,2211,3,49,79463.3,0.08,0.07,N,O,2/14/1998,3/22/1998,2/17/1998,DELIVER IN PERSON,RAIL,"d pinto beans. regular, even packages a"
3846,164058,1607,4,33,37027.65,0.05,0,N,O,5/12/1998,3/14/1998,5/14/1998,DELIVER IN PERSON,TRUCK,quickly ironic request
3847,188290,8291,1,7,9648.03,0.08,0,A,F,5/6/1993,6/6/1993,5/22/1993,COLLECT COD,MAIL,ully above the accounts. quickly regula
3872,180331,5368,1,28,39517.24,0.1,0.04,N,O,11/5/1996,11/10/1996,11/24/1996,DELIVER IN PERSON,REG AIR,kages. furiously express dependencies m
3872,16635,1638,2,38,58961.94,0.04,0.05,N,O,10/18/1996,12/3/1996,11/15/1996,TAKE BACK RETURN,AIR,", pending instructions haggle furiou"
3872,168467,6016,3,18,27638.28,0.07,0.07,N,O,12/25/1996,10/24/1996,1/8/1997,TAKE BACK RETURN,SHIP,he carefully regular theodolites. iron
3872,10643,644,4,41,63699.24,0.07,0.03,N,O,11/23/1996,11/12/1996,12/3/1996,COLLECT COD,REG AIR,sleep slyly carefully fin
3872,69266,4279,5,42,51880.92,0.03,0,N,O,1/3/1997,10/12/1996,1/16/1997,COLLECT COD,MAIL,lyly. slyly
3872,139604,7144,6,40,65744,0.07,0.05,N,O,1/2/1997,10/29/1996,1/14/1997,NONE,REG AIR,ss furiously deposits? c
3873,67790,5309,1,19,33398.01,0.04,0.04,N,O,5/15/1998,5/10/1998,5/17/1998,NONE,FOB,lites mold
3873,144960,9989,2,44,88218.24,0.05,0.05,N,O,7/23/1998,5/22/1998,8/14/1998,COLLECT COD,AIR,sits-- carefully final pa
3873,139267,1781,3,29,37881.54,0.01,0.04,N,O,6/22/1998,5/20/1998,7/5/1998,COLLECT COD,REG AIR,fily accor
3874,169193,4226,1,21,26505.99,0.09,0.08,R,F,6/19/1993,7/20/1993,7/8/1993,DELIVER IN PERSON,SHIP,ithely fluffy dependen
3874,18904,3907,2,48,87499.2,0.06,0.07,R,F,6/13/1993,7/20/1993,6/20/1993,NONE,RAIL,"y regular, regular"
3875,80973,8498,1,24,46895.28,0.02,0.08,N,O,10/15/1997,11/27/1997,11/9/1997,COLLECT COD,AIR, deposits run ar
3875,112716,5228,2,49,84706.79,0.04,0.04,N,O,10/18/1997,10/13/1997,10/19/1997,NONE,MAIL,"lly. regular, express requests was careful"
3876,140105,2620,1,12,13741.2,0.06,0.07,N,O,9/16/1996,10/23/1996,10/5/1996,TAKE BACK RETURN,REG AIR,"uickly unusual, pending instructions. care"
3876,139212,1726,2,37,46294.77,0,0.03,N,O,11/30/1996,10/18/1996,12/18/1996,DELIVER IN PERSON,AIR,s cajole alongside of the theodolites-- f
3876,126650,6651,3,41,68742.65,0.02,0.04,N,O,10/15/1996,10/17/1996,10/19/1996,NONE,AIR, frays. furio
3877,49774,2279,1,12,20685.24,0.06,0.01,R,F,5/30/1993,8/9/1993,6/24/1993,TAKE BACK RETURN,FOB,cial packages. packages wake about t
3877,144635,2178,2,47,78942.61,0.05,0,A,F,8/1/1993,8/16/1993,8/4/1993,NONE,FOB, thin theodolites sleep carefully ironic de
3877,79690,7212,3,44,73466.36,0.09,0,A,F,6/7/1993,7/15/1993,7/6/1993,DELIVER IN PERSON,REG AIR,ideas. carefully final deposits use
3877,147844,7845,4,36,68106.24,0.06,0.01,A,F,7/27/1993,7/13/1993,8/11/1993,DELIVER IN PERSON,AIR,nticing requests affix about the b
3877,4649,4650,5,41,63699.24,0.03,0.07,A,F,6/30/1993,7/20/1993,7/1/1993,DELIVER IN PERSON,FOB,"ng, ironic requests integrat"
3877,122502,2503,6,7,10671.5,0.04,0.08,R,F,6/14/1993,7/9/1993,6/28/1993,NONE,TRUCK,are slyly slyly final dolphin
3878,199696,9697,1,6,10774.14,0.07,0.04,N,O,6/21/1997,5/22/1997,7/1/1997,COLLECT COD,FOB, slyly even packa
3878,87395,7396,2,13,17971.07,0.01,0.06,N,O,6/8/1997,6/3/1997,6/25/1997,TAKE BACK RETURN,TRUCK,"d, ironic pinto beans. quietly p"
3878,40052,2557,3,20,19841,0.08,0.03,N,O,6/20/1997,5/24/1997,7/20/1997,TAKE BACK RETURN,MAIL,against the fluffily permanent accounts boo
3878,151976,1977,4,20,40559.4,0.01,0.07,N,O,7/13/1997,5/22/1997,7/20/1997,NONE,FOB, deposits sleep quickly above
3879,125689,714,1,45,77160.6,0.1,0.08,N,O,3/18/1996,1/3/1996,4/3/1996,COLLECT COD,RAIL,luffily regular packages
3879,44020,1533,2,35,33740.7,0,0.07,N,O,12/8/1995,1/23/1996,12/28/1995,TAKE BACK RETURN,MAIL,ns grow blithely against the pinto bea
3904,37424,4934,1,22,29951.24,0.04,0.03,N,O,2/2/1998,2/9/1998,2/10/1998,TAKE BACK RETURN,REG AIR, requests. express requests sublate blit
3904,183753,1308,2,19,34898.25,0.09,0.01,N,O,2/10/1998,2/13/1998,2/20/1998,TAKE BACK RETURN,AIR,ymptotes-- special ideas wake blithe
3905,100739,8270,1,43,74808.39,0.07,0.08,A,F,3/30/1994,2/18/1994,4/9/1994,DELIVER IN PERSON,REG AIR,final deposit
3905,115915,8427,2,7,13516.37,0.03,0,R,F,3/1/1994,2/19/1994,3/11/1994,DELIVER IN PERSON,AIR,o beans. deposits cajole slyl
3905,169943,4976,3,6,12077.64,0.07,0.02,R,F,4/7/1994,3/7/1994,4/21/1994,DELIVER IN PERSON,RAIL,he slyly even packages nag packages
3906,152987,5503,1,42,85679.16,0,0.04,R,F,9/3/1992,7/22/1992,9/4/1992,COLLECT COD,RAIL," cajole fluffily regular accounts. even, s"
3906,39340,4347,2,50,63967,0.01,0.07,R,F,9/24/1992,8/24/1992,9/29/1992,NONE,MAIL,dogged theodolit
3906,179655,4690,3,15,26019.75,0.06,0.02,R,F,7/30/1992,8/26/1992,8/2/1992,TAKE BACK RETURN,FOB, slyly regular excus
3906,58264,8265,4,36,44001.36,0.08,0.08,A,F,8/7/1992,8/8/1992,8/24/1992,NONE,SHIP,dencies haggle slyly above t
3907,111784,4296,1,41,73626.98,0.06,0.02,A,F,9/13/1992,10/23/1992,9/29/1992,COLLECT COD,MAIL,ronic excuses about the packages cajol
3907,144491,2034,2,41,62955.09,0.03,0,A,F,10/25/1992,10/17/1992,11/1/1992,TAKE BACK RETURN,RAIL,ackages. quickly ironic foxes are carefu
3907,51501,9017,3,45,65362.5,0.02,0.07,R,F,9/21/1992,9/19/1992,10/18/1992,COLLECT COD,REG AIR,s. carefully bold excu
3907,175693,728,4,48,84897.12,0.05,0.07,A,F,9/24/1992,10/16/1992,10/6/1992,DELIVER IN PERSON,TRUCK,ages. asymptotes poach quick
3907,61958,1959,5,22,42238.9,0.09,0.01,R,F,9/20/1992,10/30/1992,9/29/1992,TAKE BACK RETURN,TRUCK,ackages. deposits boost fluffily final 
3907,125062,2599,6,34,36960.04,0.02,0.02,R,F,9/6/1992,10/8/1992,9/12/1992,COLLECT COD,FOB,olites cajole carefully. carefully even d
3907,109234,4255,7,8,9945.84,0.1,0.01,A,F,9/18/1992,10/29/1992,9/27/1992,NONE,REG AIR,"usy, regular packages sle"
3908,91840,4350,1,50,91592,0.05,0.04,R,F,6/19/1993,4/27/1993,7/5/1993,DELIVER IN PERSON,MAIL,. quickly ironic acc
3908,147084,7085,2,8,9048.64,0.06,0.03,A,F,3/12/1993,4/13/1993,3/22/1993,DELIVER IN PERSON,SHIP,unusual dependencies sleep quickly slyly
3909,177914,5466,1,30,59757.3,0.03,0.07,N,O,10/17/1998,10/14/1998,10/28/1998,COLLECT COD,TRUCK,hely regular packages haggle slyly. slyly 
3909,190896,5935,2,46,91396.94,0.03,0.01,N,O,10/8/1998,10/15/1998,10/24/1998,NONE,FOB,nal theodolites according 
3910,138602,3629,1,10,16406,0,0.08,N,O,10/18/1996,10/31/1996,11/14/1996,DELIVER IN PERSON,FOB,ly express deposits thrash quic
3910,70782,5797,2,31,54336.18,0.05,0.03,N,O,12/22/1996,11/14/1996,1/1/1997,TAKE BACK RETURN,SHIP,p furiously final 
3910,19716,4719,3,6,9814.26,0.04,0.04,N,O,12/8/1996,10/30/1996,12/31/1996,DELIVER IN PERSON,MAIL,fully across the final requests. final
3910,152611,5127,4,1,1663.61,0.03,0.06,N,O,9/12/1996,10/21/1996,9/19/1996,DELIVER IN PERSON,FOB,s affix furi
3911,112842,5354,1,10,18548.4,0.07,0.06,N,O,6/22/1995,5/30/1995,6/28/1995,COLLECT COD,FOB,ous deposits. slyly final deposits 
3911,118861,6395,2,14,26318.04,0.08,0.05,R,F,4/28/1995,5/3/1995,5/22/1995,NONE,RAIL,ickly across the blit
3911,91085,6104,3,12,12912.96,0.1,0.05,R,F,4/4/1995,4/16/1995,4/10/1995,COLLECT COD,FOB,eas haggle ironically. s
3936,136372,6373,1,25,35209.25,0.06,0.03,N,O,12/3/1996,12/27/1996,1/1/1997,DELIVER IN PERSON,RAIL,fully quickly express a
3936,187641,160,2,24,41487.36,0.1,0.07,N,O,11/22/1996,1/1/1997,12/8/1996,NONE,AIR,sts integrate above 
3936,82065,7082,3,42,43976.52,0,0.07,N,O,1/3/1997,1/29/1997,1/14/1997,COLLECT COD,AIR,refully ironic
3936,61051,8570,4,12,12144.6,0.06,0.05,N,O,11/25/1996,1/9/1997,12/6/1996,DELIVER IN PERSON,SHIP,fully final deposits are. foxes sleep
3936,83519,3520,5,35,52587.85,0.02,0.08,N,O,12/4/1996,1/6/1997,12/22/1996,NONE,SHIP,fluffily even p
3936,102029,4540,6,26,26806.52,0.01,0.02,N,O,2/27/1997,1/16/1997,3/22/1997,NONE,RAIL,ounts eat s
3937,69439,4452,1,48,67604.64,0.1,0.02,N,O,3/15/1998,2/22/1998,3/30/1998,DELIVER IN PERSON,FOB,s cajole furious
3937,47321,2330,2,30,38049.6,0.01,0.07,N,O,1/17/1998,1/3/1998,2/8/1998,COLLECT COD,TRUCK,ously express pi
3937,114474,2008,3,27,40188.69,0.03,0,N,O,2/6/1998,1/12/1998,2/20/1998,NONE,MAIL,s. blithely even requ
3937,153056,5572,4,50,55452.5,0.01,0.02,N,O,1/15/1998,1/9/1998,2/4/1998,DELIVER IN PERSON,AIR,ckly according to the
3937,2904,405,5,29,52400.1,0.03,0.07,N,O,3/6/1998,2/22/1998,3/14/1998,NONE,TRUCK,epitaphs may haggle blithely. idle req
3937,192002,7041,6,6,6564,0,0,N,O,1/24/1998,2/13/1998,1/27/1998,DELIVER IN PERSON,FOB,ly evenly even ideas; carefully bold asympt
3937,163846,1395,7,1,1909.84,0.02,0.05,N,O,3/29/1998,1/8/1998,4/27/1998,TAKE BACK RETURN,TRUCK, dependencies.
3938,158367,3398,1,46,65566.56,0.1,0.07,R,F,5/20/1993,5/4/1993,6/12/1993,DELIVER IN PERSON,FOB,"ges haggle ironic, silent "
3939,159523,2039,1,8,12660.16,0.03,0.06,N,O,1/29/1996,4/5/1996,2/26/1996,COLLECT COD,REG AIR,deas use about the quick
3940,177038,2073,1,33,36795.99,0.1,0.07,N,O,5/19/1996,4/19/1996,5/23/1996,TAKE BACK RETURN,RAIL,riously final foxes. blithely bold deposit
3940,68501,6020,2,40,58780,0.08,0.02,N,O,2/29/1996,3/22/1996,3/4/1996,NONE,MAIL,eposits? furiou
3940,88876,8877,3,8,14918.96,0.07,0.08,N,O,4/4/1996,4/12/1996,4/18/1996,DELIVER IN PERSON,RAIL,"es are final, ironic accounts. slyly silent"
3940,136206,8720,4,11,13664.2,0.09,0.05,N,O,3/9/1996,5/13/1996,3/17/1996,COLLECT COD,REG AIR,re carefully accounts. slyly ironic 
3940,942,5943,5,41,75560.54,0,0.07,N,O,5/8/1996,5/3/1996,6/3/1996,COLLECT COD,MAIL,ly express gifts. furio
3941,40836,837,1,47,83511.01,0.05,0.07,N,O,11/24/1996,10/9/1996,12/22/1996,DELIVER IN PERSON,RAIL, even accounts. fl
3941,122533,70,2,19,29555.07,0.05,0,N,O,11/10/1996,10/26/1996,12/5/1996,COLLECT COD,RAIL,carefully. slyly pending idea
3941,9693,2194,3,2,3205.38,0.01,0.03,N,O,12/4/1996,10/1/1996,12/25/1996,NONE,REG AIR,aggle carefully e
3941,109348,6879,4,29,39362.86,0,0.03,N,O,9/14/1996,10/4/1996,9/19/1996,NONE,MAIL,d packages acc
3942,182281,7318,1,6,8179.68,0.05,0.05,A,F,7/1/1993,9/14/1993,7/23/1993,DELIVER IN PERSON,SHIP,ely along the blithely unusual sheaves. s
3942,193715,8754,2,5,9043.55,0.06,0.02,R,F,9/27/1993,9/24/1993,10/7/1993,DELIVER IN PERSON,MAIL,kages across the grouches haggle blithely
3942,155497,8013,3,25,38812.25,0.04,0.06,R,F,9/13/1993,8/1/1993,9/29/1993,COLLECT COD,RAIL,s. final foxes wake 
3943,197698,5256,1,15,26935.35,0.03,0.01,N,O,1/13/1997,12/17/1996,2/2/1997,COLLECT COD,REG AIR,ideas against the asymptotes doz
3943,95557,5558,2,9,13972.95,0,0.06,N,O,11/27/1996,1/3/1997,12/17/1996,COLLECT COD,RAIL, special accoun
3943,16818,1821,3,32,55513.92,0,0.02,N,O,10/22/1996,12/17/1996,11/4/1996,TAKE BACK RETURN,TRUCK,quests nag furiously beyond the carefully i
3943,49034,9035,4,5,4915.15,0.04,0.04,N,O,1/9/1997,11/10/1996,2/6/1997,COLLECT COD,RAIL, slyly regular gifts. final dino
3968,53646,6152,1,27,43190.28,0.04,0.05,N,O,4/25/1997,4/17/1997,5/11/1997,TAKE BACK RETURN,MAIL, slyly even
3968,25166,2673,2,45,49102.2,0,0.07,N,O,6/18/1997,4/24/1997,6/25/1997,DELIVER IN PERSON,FOB,lyly regular 
3968,155118,5119,3,43,50443.73,0.07,0.06,N,O,4/30/1997,5/14/1997,5/18/1997,TAKE BACK RETURN,SHIP,usly bold pinto bea
3968,60159,5172,4,7,7834.05,0.07,0.02,N,O,3/30/1997,5/1/1997,4/12/1997,DELIVER IN PERSON,SHIP, the deposits. regularly unusual 
3969,51062,8578,1,39,39509.34,0.04,0.04,N,O,6/12/1997,6/13/1997,7/5/1997,NONE,MAIL,tes. carefully 
3969,196745,4303,2,26,47885.24,0.05,0.03,N,O,7/8/1997,7/30/1997,7/10/1997,TAKE BACK RETURN,AIR,egular packages. careful
3969,78703,3718,3,46,77358.2,0.04,0.02,N,O,5/29/1997,6/15/1997,6/10/1997,TAKE BACK RETURN,SHIP,gside of the quickly even deposits. package
3969,150168,2684,4,21,25581.36,0.07,0.04,N,O,8/31/1997,7/16/1997,9/2/1997,TAKE BACK RETURN,MAIL," are slyly about the final, e"
3969,71513,1514,5,40,59380.4,0.09,0,N,O,5/19/1997,8/2/1997,6/5/1997,COLLECT COD,TRUCK, instructions along the quickly unusual pac
3969,104963,7474,6,4,7871.84,0.02,0.01,N,O,6/4/1997,7/31/1997,6/13/1997,COLLECT COD,REG AIR,"ndencies. unusual, ironic instructions mol"
3970,87268,7269,1,2,2510.52,0.01,0.07,R,F,4/24/1992,6/3/1992,5/16/1992,TAKE BACK RETURN,RAIL,"engage fluffily blithe ideas. regular,"
3970,108084,5615,2,18,19657.44,0.03,0.08,A,F,6/6/1992,6/18/1992,7/5/1992,DELIVER IN PERSON,TRUCK,ily across the bold
3970,153569,1115,3,10,16225.6,0.1,0.04,A,F,7/1/1992,5/31/1992,7/2/1992,NONE,AIR,ost furiously. quiet ideas alongside of t
3970,21600,9107,4,34,51734.4,0.05,0,A,F,6/25/1992,5/23/1992,7/12/1992,COLLECT COD,SHIP,uests cajole slyly furiously re
3970,29048,6555,5,23,22471.92,0.05,0.04,A,F,6/4/1992,6/14/1992,6/13/1992,COLLECT COD,TRUCK,eans. express ideas haggle caref
3970,8771,6272,6,46,77269.42,0.07,0.04,R,F,4/29/1992,5/14/1992,5/24/1992,NONE,FOB,r requests
3970,4076,6577,7,46,45083.22,0.08,0.08,R,F,5/2/1992,5/12/1992,5/10/1992,COLLECT COD,MAIL,s detect slyly across t
3971,95389,7899,1,47,65065.86,0.06,0.04,N,O,7/7/1996,8/8/1996,8/1/1996,TAKE BACK RETURN,RAIL,xes sleep quickly accounts. ironi
3971,190223,7781,2,2,2626.44,0.04,0.03,N,O,7/15/1996,8/12/1996,7/26/1996,NONE,SHIP,", even asym"
3972,50440,7956,1,2,2780.88,0.05,0.03,A,F,7/24/1994,6/30/1994,8/13/1994,TAKE BACK RETURN,SHIP,requests sleep car
3973,29590,4595,1,21,31911.39,0.02,0.06,R,F,6/18/1992,6/3/1992,7/2/1992,COLLECT COD,REG AIR, carefully express
3973,114205,9228,2,37,45110.4,0.07,0,A,F,5/29/1992,5/4/1992,6/23/1992,TAKE BACK RETURN,SHIP,"uses sleep carefully. regular, even reque"
3973,39243,1747,3,40,47289.6,0.08,0.05,R,F,5/3/1992,6/9/1992,5/21/1992,COLLECT COD,RAIL,egular foxes haggle slyl
3974,21091,6096,1,47,47568.23,0.1,0.03,N,O,6/3/1996,5/8/1996,6/28/1996,NONE,TRUCK,"nic, final foxes boo"
3974,60454,5467,2,17,24045.65,0.05,0.07,N,O,4/5/1996,5/21/1996,4/28/1996,COLLECT COD,TRUCK,affix furiously about the fluffily
3975,56042,3558,1,38,37925.52,0.01,0.05,N,O,8/2/1995,6/18/1995,8/19/1995,COLLECT COD,TRUCK,"st the regular, ironic"
4000,195697,5698,1,41,73500.29,0.06,0.01,A,F,3/2/1992,3/14/1992,3/27/1992,COLLECT COD,FOB,carefully ironi
4000,74526,7034,2,44,66022.88,0.09,0.06,A,F,3/27/1992,2/18/1992,3/31/1992,COLLECT COD,AIR, blithely furious orbits. stealthily
4001,105185,206,1,26,30944.68,0,0.01,N,O,7/26/1997,6/18/1997,8/8/1997,DELIVER IN PERSON,RAIL,eep carefully bl
4001,40918,8431,2,19,35319.29,0.03,0.02,N,O,8/23/1997,6/15/1997,9/18/1997,COLLECT COD,SHIP,"osits. ironic, ironic pa"
4001,93081,3082,3,18,19333.44,0.07,0,N,O,6/4/1997,6/22/1997,6/13/1997,DELIVER IN PERSON,MAIL,press theodolite
4001,1923,9424,4,39,71171.88,0,0,N,O,6/13/1997,6/17/1997,6/25/1997,NONE,SHIP, frets serve furiously 
4002,110728,3240,1,35,60855.2,0.01,0.08,N,O,5/16/1997,6/15/1997,6/2/1997,DELIVER IN PERSON,TRUCK,efully regul
4002,197837,7838,2,20,38696.6,0,0.03,N,O,6/15/1997,5/20/1997,7/11/1997,NONE,MAIL,al excuses! 
4002,39841,4848,3,6,10685.04,0.08,0.07,N,O,5/2/1997,7/7/1997,5/16/1997,TAKE BACK RETURN,RAIL, are slyly busily express courts. acc
4002,198650,6208,4,6,10491.9,0.06,0.06,N,O,7/1/1997,5/15/1997,7/31/1997,NONE,MAIL,uests. final
4002,98186,696,5,4,4736.72,0.08,0.07,N,O,5/6/1997,6/15/1997,5/24/1997,NONE,REG AIR,"bove the final, unusual"
4003,51112,8628,1,18,19135.98,0.04,0.07,R,F,2/2/1993,4/15/1993,2/28/1993,TAKE BACK RETURN,AIR,ly even pinto
4004,120061,62,1,23,24864.38,0.07,0.02,A,F,8/12/1993,7/13/1993,8/16/1993,TAKE BACK RETURN,TRUCK,"he blithely quiet asymptotes. regular, iron"
4004,63505,3506,2,47,69019.5,0.07,0.04,R,F,6/25/1993,8/3/1993,7/12/1993,NONE,SHIP,s use quickly. quickly regular
4004,113136,3137,3,39,44816.07,0.1,0.05,R,F,7/12/1993,7/27/1993,7/18/1993,NONE,MAIL,pending pinto beans. 
4004,73634,6142,4,46,73950.98,0.1,0.04,R,F,9/4/1993,7/13/1993,9/28/1993,COLLECT COD,FOB,ide of the pending platelets. furiously s
4004,154767,7283,5,9,16395.84,0.04,0.06,A,F,8/25/1993,6/10/1993,9/24/1993,COLLECT COD,MAIL,lyly final requests nod quickly slyly f
4004,160037,2554,6,44,48269.32,0.07,0.05,R,F,7/25/1993,7/23/1993,8/16/1993,TAKE BACK RETURN,REG AIR,ly. packages are slyly pendin
4004,125377,2914,7,20,28047.4,0.07,0.05,A,F,6/19/1993,6/14/1993,7/4/1993,COLLECT COD,REG AIR,fully ironic platelets. fluffily r
4005,3667,1168,1,26,40837.16,0.09,0.05,N,O,12/1/1996,2/3/1997,12/15/1996,NONE,REG AIR,unts cajole 
4005,16605,6606,2,28,42604.8,0.02,0.06,N,O,12/11/1996,1/24/1997,12/17/1996,DELIVER IN PERSON,REG AIR,". even, ironic ideas haggle fluffil"
4005,71317,8839,3,28,36072.68,0.03,0.01,N,O,12/8/1996,1/14/1997,12/30/1996,TAKE BACK RETURN,MAIL,ake slyly silent th
4005,14650,7152,4,49,76667.85,0.09,0,N,O,1/31/1997,12/24/1996,3/2/1997,NONE,RAIL,y bold frets use along the regu
4005,5747,5748,5,14,23138.36,0.09,0.08,N,O,11/27/1996,1/9/1997,12/25/1996,NONE,TRUCK,ajole quickly among the fluffily i
4006,54773,2289,1,11,19005.47,0.05,0.08,A,F,4/29/1995,2/21/1995,5/20/1995,TAKE BACK RETURN,RAIL,usly quick instructions
4006,158031,3062,2,18,19602.54,0.05,0.03,A,F,1/29/1995,3/8/1995,2/2/1995,TAKE BACK RETURN,MAIL,ounts. blithely b
4006,23176,3177,3,15,16487.55,0.01,0.02,R,F,2/23/1995,4/2/1995,2/25/1995,TAKE BACK RETURN,RAIL,ithely bold accounts n
4006,113466,3467,4,25,36986.5,0,0.07,A,F,2/23/1995,2/9/1995,2/24/1995,DELIVER IN PERSON,SHIP,ts integrate quickl
4007,56091,1102,1,32,33506.88,0,0.03,R,F,9/30/1993,8/16/1993,10/3/1993,DELIVER IN PERSON,RAIL,r packages. slyly pen
4007,115470,7982,2,41,60904.27,0.04,0.06,A,F,10/11/1993,8/30/1993,11/4/1993,DELIVER IN PERSON,TRUCK, deposits wake fluffily. express requests
4007,101478,9009,3,5,7397.35,0.09,0.06,A,F,9/17/1993,8/29/1993,10/12/1993,TAKE BACK RETURN,FOB, ironic account
4007,137992,5532,4,15,30449.85,0.05,0.02,A,F,9/1/1993,7/19/1993,9/3/1993,DELIVER IN PERSON,FOB,instructions. regular
4007,25894,5895,5,23,41857.47,0.02,0.07,A,F,10/8/1993,9/9/1993,10/23/1993,COLLECT COD,MAIL,ly final foxes maintai
4032,101625,1626,1,8,13012.96,0.06,0,N,O,6/4/1998,5/17/1998,7/3/1998,TAKE BACK RETURN,RAIL,long the requests
4032,1652,9153,2,27,41948.55,0.09,0,N,O,5/31/1998,4/19/1998,6/24/1998,COLLECT COD,REG AIR,ay blithely unusual pinto
4032,153608,6124,3,23,38216.8,0.09,0.06,N,O,6/12/1998,5/11/1998,6/24/1998,COLLECT COD,MAIL,ounts are slyl
4032,84644,7153,4,10,16286.4,0.09,0.05,N,O,3/31/1998,4/22/1998,4/7/1998,NONE,REG AIR,final accounts
4033,109529,9530,1,27,41540.04,0.01,0.04,R,F,8/8/1993,8/14/1993,8/9/1993,NONE,AIR,ily slyly f
4033,37321,9825,2,34,42782.88,0.07,0,R,F,7/19/1993,8/5/1993,7/26/1993,NONE,RAIL,ar instructions hag
4034,189949,4986,1,48,97869.12,0.03,0.03,A,F,3/1/1994,1/16/1994,3/16/1994,NONE,RAIL, use furiously. fluffily final instructi
4034,56730,9236,2,47,79276.31,0.07,0.05,A,F,1/27/1994,12/26/1993,2/4/1994,NONE,TRUCK,d pinto beans. unusual asymptotes af
4034,53884,3885,3,43,79028.84,0.1,0.03,A,F,11/29/1993,1/8/1994,12/10/1993,DELIVER IN PERSON,FOB,yly above the busy ideas
4034,27679,7680,4,46,73906.82,0.06,0,A,F,2/22/1994,1/9/1994,3/4/1994,DELIVER IN PERSON,AIR,nding accounts haggle after the blithely s
4034,195196,2754,5,7,9038.33,0.07,0.06,R,F,3/4/1994,1/22/1994,4/1/1994,NONE,AIR,"ar, final ideas wake carefully regular a"
4034,49283,6796,6,5,6161.4,0.01,0.06,A,F,2/12/1994,1/24/1994,2/13/1994,COLLECT COD,AIR,ly pending packages affix furiously 
4035,96790,6791,1,4,7147.16,0.08,0.03,R,F,4/21/1992,4/23/1992,4/25/1992,COLLECT COD,AIR,uests wake blith
4035,135094,5095,2,4,4516.36,0.07,0,A,F,5/21/1992,4/24/1992,5/24/1992,DELIVER IN PERSON,FOB,mptotes. furiously bold req
4035,117010,4544,3,1,1027.01,0.03,0.01,R,F,6/18/1992,5/19/1992,7/2/1992,COLLECT COD,FOB,ructions cajole fur
4035,181284,8839,4,13,17748.64,0,0.01,R,F,6/10/1992,5/16/1992,7/10/1992,NONE,SHIP,stealthy accounts after the furious
4036,5585,586,1,46,68566.68,0.09,0,N,O,6/21/1997,5/29/1997,7/18/1997,NONE,REG AIR,lar instructions. regul
4036,52428,4934,2,21,28988.82,0.09,0.07,N,O,8/8/1997,6/28/1997,8/9/1997,COLLECT COD,MAIL,l accounts. iron
4036,141687,1688,3,6,10372.08,0.07,0.01,N,O,6/19/1997,6/16/1997,7/1/1997,DELIVER IN PERSON,SHIP,pending pinto beans-- deposits
4036,126016,3553,4,20,20840.2,0.08,0.02,N,O,8/11/1997,7/11/1997,9/3/1997,NONE,TRUCK, haggle. even asymptotes was carefully. fu
4037,63703,1222,1,32,53334.4,0,0.06,A,F,5/6/1993,6/8/1993,5/31/1993,DELIVER IN PERSON,AIR,y ideas. packages hagg
4037,46766,6767,2,4,6851.04,0.09,0.07,A,F,7/5/1993,6/12/1993,8/3/1993,DELIVER IN PERSON,RAIL,ial sauternes. ironic theodolit
4038,195610,3168,1,40,68224.4,0.05,0.01,N,O,1/15/1996,3/13/1996,1/25/1996,COLLECT COD,TRUCK,nst the slyly regular deposits 
4038,11283,6286,2,37,44188.36,0.04,0.03,N,O,3/17/1996,3/19/1996,4/7/1996,DELIVER IN PERSON,REG AIR,slyly unus
4038,31841,1842,3,24,42548.16,0.1,0.04,N,O,4/6/1996,2/15/1996,4/18/1996,TAKE BACK RETURN,RAIL, furiously among t
4038,149264,9265,4,29,38084.54,0.07,0.06,N,O,1/7/1996,3/8/1996,1/13/1996,NONE,FOB, pending dependencies. silent d
4038,78767,6289,5,24,41898.24,0.07,0.06,N,O,4/1/1996,4/5/1996,4/28/1996,DELIVER IN PERSON,TRUCK, foxes detect. final theodolites was a
4038,35867,8371,6,6,10817.16,0.07,0.05,N,O,2/9/1996,3/5/1996,3/10/1996,COLLECT COD,SHIP, quietly alongside of the sl
4039,93195,3196,1,38,45151.22,0.03,0.06,N,O,3/9/1998,12/31/1997,3/21/1998,DELIVER IN PERSON,REG AIR,ckages. regular deposits about the blith
4039,121085,8622,2,17,18803.36,0.1,0.04,N,O,1/15/1998,1/20/1998,1/28/1998,TAKE BACK RETURN,MAIL,uriously furiously bold deposits. 
