o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
18373,20635,F,13417.75,4/13/1992,1-URGENT,Clerk#000000427,0,he furiously ironic foxes. quickly ironic accounts haggle fluffily
18374,144149,F,220407.73,10/1/1992,5-LOW,Clerk#000000354,0,"lly ironic, express packages. regula"
18375,59882,O,182330.89,9/23/1995,5-LOW,Clerk#000000508,0,s. fluffily ironic request
18400,85597,O,122474.76,12/7/1995,4-NOT SPECIFIED,Clerk#000000771,0,ions cajole slyly regular instructions. si
18401,120805,O,97032.73,10/5/1996,3-MEDIUM,Clerk#000000415,0, accounts thrash blithely after the furiously unus
18402,90827,F,246247.19,8/30/1994,5-LOW,Clerk#000000698,0,s. furiously bold de
18403,124603,O,91352.05,11/3/1996,1-URGENT,Clerk#000000139,0,press packages run. furiously regular requests boost among the regular 
18404,41614,O,55191.18,4/2/1998,4-NOT SPECIFIED,Clerk#000000117,0,nd the carefully express ideas wake
18405,97571,F,225172.66,1/8/1994,3-MEDIUM,Clerk#000000017,0,uctions affix furiously quickly regular requests. quickly pending escapades 
18406,61963,F,114445.38,4/15/1994,2-HIGH,Clerk#000000633,0,lyly final packages. foxes about the furiously bold noto
18407,91435,F,28819.56,10/23/1992,2-HIGH,Clerk#000000995,0,es. slyly final requests sleep slyly. fluffily quick 
18432,135178,F,272890.89,3/13/1995,2-HIGH,Clerk#000000065,0, use closely according to the fluffily e
18433,16117,O,126030.51,4/15/1998,4-NOT SPECIFIED,Clerk#000000573,0,ring deposits along the ironic idea
18434,98326,O,121431.08,7/3/1997,5-LOW,Clerk#000000245,0,nent asymptotes are according to the foxes. furiously ir
18435,517,O,172179.93,3/16/1996,5-LOW,Clerk#000000988,0,"s sleep about the ironic, regular deposits. furiously brave accounts sl"
18436,131497,O,203737.86,12/8/1995,5-LOW,Clerk#000000847,0,packages. pinto bea
18437,89683,F,53988.82,5/22/1994,5-LOW,Clerk#000000033,0,ending excuses. ironic ideas are fluffily alo
18438,84250,O,256644.99,8/5/1996,2-HIGH,Clerk#000000725,0,thely regular pinto beans sleep quickly after the deposi
18439,131437,O,282335.03,6/7/1998,1-URGENT,Clerk#000000577,0, requests thrash fluffily slyly final accounts. blithely pending deposits 
18464,131222,F,174145.8,3/29/1992,2-HIGH,Clerk#000000633,0,tegrate slyly after the slyly even accounts.
18465,137789,F,202214.6,4/16/1993,2-HIGH,Clerk#000000100,0, express deposits. furiously final request
18466,112129,F,225388.04,5/22/1992,5-LOW,Clerk#000000919,0,ccording to the blithely express requests wake by
18467,85393,F,16881.33,12/5/1992,5-LOW,Clerk#000000034,0," unwind across the regular,"
18468,141626,F,118167.21,12/9/1993,1-URGENT,Clerk#000000832,0,ests are quickly furiously regular packages. special
18469,101342,O,179389.63,6/26/1998,4-NOT SPECIFIED,Clerk#000000550,0,slyly express requests. blithely special packages wake furiously even
18470,139006,O,117092.52,3/25/1998,3-MEDIUM,Clerk#000000296,0,nic requests sleep slyly: packages cajole slyly fluffy ideas.
18471,21626,F,246220.23,2/20/1994,4-NOT SPECIFIED,Clerk#000000334,0,riously pending pinto beans. platelets haggle quickly even theodoli
18496,6406,F,143247.5,5/16/1994,2-HIGH,Clerk#000000471,0,lar instructions. regular gifts are furiously across the carefully 
18497,83654,O,49701.57,6/15/1997,1-URGENT,Clerk#000000670,0,n excuses. final pinto beans wake quickly. bold
18498,18233,O,152185.45,11/15/1996,4-NOT SPECIFIED,Clerk#000000421,0,"atop the regular, special reques"
18499,125315,O,91841.94,6/28/1997,2-HIGH,Clerk#000000993,0," ironic, regular packages are. "
18500,8753,F,165042.91,2/12/1992,3-MEDIUM,Clerk#000000084,0,"ideas haggle silent, ironic platelets. express packages impress carefully t"
18501,106588,O,40753.14,12/7/1996,2-HIGH,Clerk#000000797,0,hely unusual escapades. theodolites detect
18502,119101,O,131965.51,1/24/1997,1-URGENT,Clerk#000000890,0,s are carefully slyly busy requests. bold ac
18503,114101,P,288355.47,5/6/1995,4-NOT SPECIFIED,Clerk#000000619,0,riously ironic foxes. slyly regular deposits sublate. regul
18528,89623,P,233653.55,5/1/1995,1-URGENT,Clerk#000000154,0,le. quickly regular requests nag! quickly regular th
18529,125476,O,55354.28,8/25/1996,4-NOT SPECIFIED,Clerk#000000473,0," haggle final, silent packages. slyly "
18530,147157,F,110575.77,1/1/1995,4-NOT SPECIFIED,Clerk#000000420,0,ically final packages must have to cajole
18531,36581,F,75257.87,10/30/1992,1-URGENT,Clerk#000000527,0,quests are blithely. furiously fi
18532,104225,O,231772.17,10/21/1995,4-NOT SPECIFIED,Clerk#000000889,0,ccounts. unusual packages sublate blithely ideas. regular requests use quic
18533,148723,F,169394.56,11/7/1994,4-NOT SPECIFIED,Clerk#000000485,0, fluffily regular packages wake. i
18534,122447,O,47047.47,12/31/1995,5-LOW,Clerk#000000185,0,haggle blithely unusual accounts. blithely r
18535,104047,O,61057.3,8/3/1996,2-HIGH,Clerk#000000209,0,y final instructions. slyly silent foxes cajole. unusual accounts haggle 
18560,140980,F,67974.03,8/14/1993,3-MEDIUM,Clerk#000000840,0,ly express accounts. quickly express depos
18561,36355,F,284281.13,1/10/1994,4-NOT SPECIFIED,Clerk#000000334,0,osits cajole carefully. slyly bold accounts sleep along the 
18562,41620,O,97733.88,12/21/1995,1-URGENT,Clerk#000000977,0,ss asymptotes. requests affi
18563,36229,O,145204.48,10/4/1996,1-URGENT,Clerk#000000729,0,entiments sleep along the furiously even packages. 
18564,22027,O,187541.4,3/18/1996,2-HIGH,Clerk#000000955,0, busy requests. fluffily silent requests haggle slyly among
18565,138526,F,77365.02,11/5/1992,5-LOW,Clerk#000000820,0,dly bold requests. regular requests use. quickly special instructions 
18566,23872,O,143375.72,7/20/1996,5-LOW,Clerk#000000766,0,usly carefully regular requests. carefully even warhorses haggle. bold t
18567,103381,O,80493.88,2/10/1997,5-LOW,Clerk#000000891,0,al excuses. final foxes wak
18592,67988,F,196760.18,10/1/1992,1-URGENT,Clerk#000000435,0,"ffily. furiously even requests haggle. regular, s"
18593,121930,O,282572.42,9/23/1995,2-HIGH,Clerk#000000168,0,"accounts. even, dogged pearls breach slyly regular, busy realms. furiously s"
18594,111008,O,193684.52,12/15/1997,1-URGENT,Clerk#000000849,0,"es poach. furious, final packages according to"
18595,9368,F,161566.81,2/1/1994,1-URGENT,Clerk#000000226,0,c instructions. fluffily ironic deposits wake caref
18596,85375,F,254283.28,10/3/1992,5-LOW,Clerk#000000800,0,about the carefully ironic ideas. courts wake silently slyly final excuses. 
18597,142969,F,267229.35,9/27/1993,3-MEDIUM,Clerk#000000477,0,quests. ironic packages solve careful
18598,29885,F,165228.62,8/7/1993,1-URGENT,Clerk#000000639,0,"pending, express accounts wake carefully express, fi"
18599,63230,F,139266.33,3/22/1994,2-HIGH,Clerk#000000500,0,sual ideas around the quic
18624,94997,O,201867,7/27/1995,2-HIGH,Clerk#000000104,0,ts. ironic accounts are quickly unusual accounts. 
18625,148795,F,300837.36,1/6/1992,1-URGENT,Clerk#000000512,0,odolites. slyly pendin
18626,135416,F,116822.64,2/18/1994,1-URGENT,Clerk#000000933,0,l ideas detect furiousl
18627,131564,F,125586.47,12/21/1993,3-MEDIUM,Clerk#000000782,0,y platelets. furiously ironic 
18628,44060,F,42189.87,8/24/1992,3-MEDIUM,Clerk#000000247,0,ns are carefully about the caref
18629,104119,F,153367.43,10/31/1994,3-MEDIUM,Clerk#000000505,0,"s among the ironic, ironic dependencies boost"
18630,145271,O,75211.13,12/9/1997,4-NOT SPECIFIED,Clerk#000000089,0,ide of the carefully regular accounts hang except the
18631,14773,O,19429.44,9/15/1995,3-MEDIUM,Clerk#000000483,0,le among the blithely silent instructions. blithely unusual excu
18656,29518,O,79185.63,7/13/1998,5-LOW,Clerk#000000863,0,sual packages sleep slyly until the furiousl
18657,52726,O,227860.77,2/15/1997,4-NOT SPECIFIED,Clerk#000000082,0,quests. slyly regular instructions wake quickly above the theodolites
18658,93365,O,224750.37,5/6/1997,5-LOW,Clerk#000000328,0, slyly even packages sleep slyly bold requests. slyly silent deposits 
18659,35125,O,147961.99,2/17/1996,2-HIGH,Clerk#000000682,0,g slyly final deposits. deposi
18660,68293,O,284399.67,2/6/1998,1-URGENT,Clerk#000000483,0, blithely silent ideas wake slowly a
18661,142384,F,25869.48,9/9/1992,5-LOW,Clerk#000000712,0,"ns. regular, express asymptotes haggle furiously. ironic "
18662,83627,O,49398.56,4/9/1996,3-MEDIUM,Clerk#000000351,0,"st carefully during the pending, final accou"
18663,16189,O,256255.82,7/16/1995,4-NOT SPECIFIED,Clerk#000000101,0,he even requests. quickly regular foxes nag since the furiously pending 
18688,134210,P,281500.42,3/6/1995,4-NOT SPECIFIED,Clerk#000000065,0,y-- furiously final accounts sleep carefu
18689,100949,F,354609.67,12/25/1994,4-NOT SPECIFIED,Clerk#000000813,0,"sleep furiously unusual, special deposits. slyly special instru"
18690,133618,O,275770.63,9/30/1997,4-NOT SPECIFIED,Clerk#000000048,0,cuses. carefully reg
18691,66235,O,210217.4,12/14/1996,5-LOW,Clerk#000000013,0,lthily fluffily unusual ideas? final packages boost carefully about 
18692,50458,O,120758.11,6/6/1996,4-NOT SPECIFIED,Clerk#000000581,0,onic packages cajole carefully? reg
18693,89635,O,148034.74,7/27/1996,4-NOT SPECIFIED,Clerk#000000210,0,furiously carefully final requests. 
18694,28294,O,58753.73,5/18/1998,5-LOW,Clerk#000000763,0, silent ideas against the pending deposits sle
18695,16051,O,90425.26,10/5/1996,5-LOW,Clerk#000000390,0, about the stealthily express p
18720,59605,O,255655.05,3/3/1996,2-HIGH,Clerk#000000122,0,le furiously against th
18721,57731,F,10310.32,6/13/1993,1-URGENT,Clerk#000000302,0,to beans. silently regular accounts according to the unusual packages sle
18722,78488,F,69794.54,7/17/1993,4-NOT SPECIFIED,Clerk#000000692,0,egular ideas. slyly silent theodolites haggle blithely along the 
18723,45022,F,174832.3,8/13/1994,3-MEDIUM,Clerk#000000526,0,unts sleep requests. furiously express dugouts by the slyly regular accounts u
18724,53515,F,92477.35,2/9/1993,3-MEDIUM,Clerk#000000938,0,against the blithely unusual theodolites are according to the express
18725,401,F,139896.33,11/22/1992,2-HIGH,Clerk#000000569,0,ide of the carefully ironic theodolites. deposits above the fl
18726,132887,F,193171.76,9/29/1994,1-URGENT,Clerk#000000666,0,ic foxes cajole slyly blithely ex
18727,74344,O,126332.75,2/7/1997,4-NOT SPECIFIED,Clerk#000000703,0,r the fluffily special accounts cajole quickly at 
18752,146690,O,42829.84,4/22/1995,1-URGENT,Clerk#000000936,0,ts. closely regular deposits about the furiously i
18753,17455,F,261139.24,8/1/1994,3-MEDIUM,Clerk#000000119,0,ts cajole slyly: unusual requests eat slyly furious
18754,97729,F,293645.61,9/26/1994,4-NOT SPECIFIED,Clerk#000000362,0,"longside of the accounts. unusual, sly "
18755,1474,O,100325.41,2/15/1997,3-MEDIUM,Clerk#000000704,0,c accounts sleep furiously brave accou
18756,148288,F,7294.11,4/4/1992,2-HIGH,Clerk#000000835,0,ions boost slyly ironic requests. f
18757,16075,F,186126.61,5/23/1992,5-LOW,Clerk#000000145,0,ly ironic accounts betwee
18758,140431,F,104732.38,4/21/1993,4-NOT SPECIFIED,Clerk#000000178,0,"ing packages wake furiously. bold, pending theodolites after the even plat"
18759,107579,O,13934.5,5/21/1996,1-URGENT,Clerk#000000704,0,"wake slyly final, express deposits. bold packages "
18784,130103,F,50313.86,8/10/1992,5-LOW,Clerk#000000837,0,as are carefully regular instructions. fluffily silent Tiresias nag
18785,85250,F,120797.75,7/4/1994,2-HIGH,Clerk#000000719,0,thely final instructions are slyly after the carefully regula
18786,137626,O,205168.63,4/3/1997,5-LOW,Clerk#000000557,0,"tructions are after the furiously idle depths. ironic, r"
18787,73033,F,156024.06,10/18/1994,5-LOW,Clerk#000000704,0," ironic requests. bold, unusual excuses wake furiously furiously pend"
18788,145685,F,131706.49,10/3/1994,4-NOT SPECIFIED,Clerk#000000184,0,s. silent foxes haggle. 
18789,74149,P,282619.08,3/17/1995,2-HIGH,Clerk#000000395,0,furiously ironic accounts wake furiously special requests. blithely unusua
18790,2221,F,84180.2,2/12/1994,2-HIGH,Clerk#000000274,0,ses? courts are special theodolites. even requests nag
18791,112955,F,62553.25,9/3/1993,2-HIGH,Clerk#000000288,0,iously about the unusual packages. ironic excuses are 
18816,28717,F,314845.84,2/25/1994,1-URGENT,Clerk#000000157,0,"al theodolites haggle. slyly special attainments against the ironic,"
18817,90488,O,169190.54,11/13/1996,5-LOW,Clerk#000000199,0,are slyly across the slyly unusual requests. packages impress slyl
18818,123451,O,121936.94,9/9/1997,2-HIGH,Clerk#000000621,0,theodolites until the foxes affix slyly special pinto beans. 
18819,24229,F,295827.97,2/26/1994,5-LOW,Clerk#000000325,0,ts after the final dependencies nag quickly around the quick
18820,101515,F,211995.49,2/12/1995,3-MEDIUM,Clerk#000000329,0,"ly slyly regular ideas. enticingly regular deposits sleep special, "
18821,51167,O,241500.15,2/24/1996,2-HIGH,Clerk#000000331,0,"equests. ironic, ironic accounts was furiously. blithely final deposi"
18822,6443,F,146181.16,12/22/1993,5-LOW,Clerk#000000118,0,efully unusual reque
18823,124372,F,70030.99,10/7/1992,5-LOW,Clerk#000000494,0,"slyly final requests use slyly about the final, ironic packages. bl"
18848,63142,O,154570.79,3/30/1998,2-HIGH,Clerk#000000530,0,ial deposits serve after the quickly careful platelets. deposits use. 
18849,126205,F,160791.33,8/6/1992,2-HIGH,Clerk#000000809,0,eposits after the blithely regular requests wake across the furiously even 
18850,112711,F,235607.42,5/28/1993,4-NOT SPECIFIED,Clerk#000000912,0, final instructions about the bold requests nod quickly a
18851,122269,F,185205.26,12/17/1992,1-URGENT,Clerk#000000515,0,ily according to the fluffily final accounts. pinto beans dazzle quickly
18852,102277,O,120814.32,9/20/1995,2-HIGH,Clerk#000000569,0,"ess, final platelets. quickly express"
18853,94528,F,225859.66,1/18/1993,1-URGENT,Clerk#000000046,0,nic pinto beans detect always furiously final esc
18854,51910,O,96369.62,3/22/1997,4-NOT SPECIFIED,Clerk#000000577,0,y special deposits grow fluffily among the blithely regular platelets. bl
18855,28648,F,255883.43,9/16/1994,2-HIGH,Clerk#000000430,0,telets? furiously unusua
18880,129856,F,158903.85,10/25/1994,4-NOT SPECIFIED,Clerk#000000470,0,ntly express excuses. carefully unusual theodolites haggle blithely caref
18881,128584,O,150861.98,3/25/1998,1-URGENT,Clerk#000000620,0,n patterns sublate slyly against the slyly even requests. unusu
18882,30620,O,286464.82,1/17/1998,2-HIGH,Clerk#000000145,0,"thely ironic platelets. quickly bold ideas use fluffily. enticing, pending "
18883,114778,O,104267.25,7/6/1996,5-LOW,Clerk#000000889,0,"egular accounts. pending, ironic deposits against the blithel"
18884,71863,O,279537.44,6/25/1995,4-NOT SPECIFIED,Clerk#000000509,0,lar ideas nag blithely enticingly unusual pinto beans-- ironic deposits 
18885,123664,O,320278.88,5/24/1998,5-LOW,Clerk#000000792,0,"e carefully pending, special theodol"
18886,18343,F,257720.82,1/28/1992,3-MEDIUM,Clerk#000000672,0,e furiously quiet platelets. theodol
18887,20963,F,134938.22,12/6/1993,4-NOT SPECIFIED,Clerk#000000155,0,pecial accounts are carefully about the excuses? furiously final ac
18912,115567,O,177231.61,5/21/1997,1-URGENT,Clerk#000000513,0,ithely regular hockey players use quickl
18913,102772,O,178714.36,6/12/1998,3-MEDIUM,Clerk#000000467,0,counts. blithe deposits sleep 
18914,15406,F,26527.51,9/26/1993,3-MEDIUM,Clerk#000000464,0,uriously careful packag
18915,24928,F,1337.57,2/18/1994,1-URGENT,Clerk#000000107,0, above the unusual pin
18916,136468,O,112935.57,1/13/1996,2-HIGH,Clerk#000000267,0,gle across the ironic foxes. courts along the blithely final accounts nag sl
18917,89162,F,34073.23,5/4/1992,1-URGENT,Clerk#000000427,0,"ses. regular, regular theodolites use above the blithely even"
18918,43807,F,72152.95,10/28/1992,4-NOT SPECIFIED,Clerk#000000766,0,luffily. furiously regular a
18919,35980,F,32272.29,6/29/1994,5-LOW,Clerk#000000746,0,gular platelets. express theodolites are
18944,52126,O,178596.42,10/28/1996,2-HIGH,Clerk#000000237,0,le quickly along the regular packages. even packages above the carefully ironi
18945,57695,F,163387.16,1/18/1994,3-MEDIUM,Clerk#000000835,0,brave ideas according
18946,74798,F,61203.24,5/5/1993,1-URGENT,Clerk#000000480,0,out the deposits. foxes sublate special requests. 
18947,125117,O,154436.68,7/13/1997,2-HIGH,Clerk#000000113,0,ole slyly. slyly unusual foxes use. blithely final foxes above 
18948,134744,O,169697.26,9/2/1996,4-NOT SPECIFIED,Clerk#000000729,0,furiously regular deposits maintain. furiously
18949,89015,O,240076.74,3/5/1998,4-NOT SPECIFIED,Clerk#000000341,0,"st the regular excuses-- final, unusual packages believ"
18950,118922,F,33012.68,2/28/1992,5-LOW,Clerk#000000847,0,pecial ideas? requests upon the slyly final Tiresias wake furiously carefully
18951,119923,O,183388.88,6/30/1995,1-URGENT,Clerk#000000117,0,st the blithely even pinto b
18976,141401,O,106812.13,7/9/1996,4-NOT SPECIFIED,Clerk#000000593,0,heodolites haggle around the blithely express foxes. pending packages hag
18977,65974,O,114477.12,11/29/1997,2-HIGH,Clerk#000000288,0,iously furiously ironic foxes. slyly pending requ
18978,147745,F,140720.95,8/23/1992,5-LOW,Clerk#000000320,0,beans are quickly b
18979,41068,O,312669.54,5/16/1998,1-URGENT,Clerk#000000530,0,oss the final frets. deposits are blithel
18980,62140,F,243493.6,4/16/1993,5-LOW,Clerk#000000008,0,mong the carefully regular accounts. slyly unusual packages are slyly. car
18981,76448,O,123412.44,1/25/1996,4-NOT SPECIFIED,Clerk#000000097,0,yly regular instructions? f
18982,96073,O,105053.27,3/16/1998,3-MEDIUM,Clerk#000000734,0,ts. slyly ironic excuses cajole
18983,74005,F,7899.78,8/1/1992,1-URGENT,Clerk#000000946,0,. excuses print slyly stealthy deposit
19008,145499,O,28457.39,12/1/1996,3-MEDIUM,Clerk#000000835,0,eans haggle slyly blithely bold fo
19009,98957,F,2229.41,3/28/1992,1-URGENT,Clerk#000000892,0, bravely. final theo
19010,111427,F,321163.16,6/8/1994,5-LOW,Clerk#000000872,0, quickly ironic deposit
19011,120361,O,76321.08,1/27/1997,3-MEDIUM,Clerk#000000711,0,luffily. special accounts cajole. fi
19012,126098,F,62719.15,2/25/1993,5-LOW,Clerk#000000691,0,osits detect even deposits. ideas haggle fur
19013,121420,O,28657.35,10/11/1997,2-HIGH,Clerk#000000302,0,"ests. regular, express requests are. blithely special decoys "
19014,104587,O,289660,9/23/1997,5-LOW,Clerk#000000340,0,gular deposits haggle furiously on the blithe deposits. slyly fina
19015,75079,O,101535.95,1/21/1998,2-HIGH,Clerk#000000346,0,"ans haggle quickly. bold, regular "
19040,29780,O,253703.35,12/20/1995,2-HIGH,Clerk#000000249,0,usly regular packages. slyly regular a
19041,99293,O,246640.2,7/27/1995,5-LOW,Clerk#000000289,0,ely ironic instruct
19042,51884,F,291220.34,3/2/1994,1-URGENT,Clerk#000000014,0,c requests haggle blithely. quickly unusual excuses against t
19043,62198,O,59030.12,12/22/1995,3-MEDIUM,Clerk#000000119,0,gular pinto beans sle
19044,2881,F,162652.53,4/12/1992,5-LOW,Clerk#000000134,0,sits. even accounts sleep ruthlessly; caref
19045,100444,P,152507.95,5/22/1995,2-HIGH,Clerk#000000793,0,furiously special foxes. bold theodolites affix. blithely fi
19046,29653,F,80119.79,4/5/1993,2-HIGH,Clerk#000000401,0,out the final requests. 
19047,57394,F,318757.04,1/29/1994,2-HIGH,Clerk#000000036,0,s. furiously pending requests wake furiously. depend
19072,101755,O,119550.62,11/7/1997,1-URGENT,Clerk#000000680,0,y unusual courts among the blithely express packages wake expres
19073,25534,F,218195.07,6/25/1994,4-NOT SPECIFIED,Clerk#000000868,0,"re. regular, regula"
19074,146063,F,147813.64,6/26/1992,1-URGENT,Clerk#000000245,0,ong the platelets; final accounts after the quickly special pinto beans c
19075,128017,F,172900.41,9/27/1994,1-URGENT,Clerk#000000905,0,olites. special notornis wake slyly unusual warthog
19076,131677,O,94340.87,1/2/1997,5-LOW,Clerk#000000885,0,fully. fluffily final requests wake pendin
19077,116200,O,135962.61,1/8/1996,4-NOT SPECIFIED,Clerk#000000654,0,oze fluffily slyly ironic asymptotes. 
19078,122920,F,121732.51,7/28/1994,1-URGENT,Clerk#000000357,0,egular dependencies. carefully even accounts in
19079,103250,O,106707.22,3/19/1998,5-LOW,Clerk#000000395,0,ggle against the requests. furiously unusual accounts affix. requests 
19104,114709,F,131278.58,8/11/1993,2-HIGH,Clerk#000000703,0,nusual instructions sleep carefully slyly unusual reques
19105,84082,F,139838.28,10/29/1994,2-HIGH,Clerk#000000727,0, slyly ironic accounts sleep blithely even courts
19106,137363,P,48478.81,4/4/1995,4-NOT SPECIFIED,Clerk#000001000,0,y ironic requests according
19107,5431,O,134323.26,7/6/1997,4-NOT SPECIFIED,Clerk#000000252,0, sheaves haggle quickly furiously ironic foxes: fluffily final pa
19108,72784,O,148368.01,10/25/1995,1-URGENT,Clerk#000000360,0,special requests against the regular packag
19109,19991,F,14029.31,9/1/1992,1-URGENT,Clerk#000000798,0,ake slyly. carefully express dependencies hinder 
19110,122471,O,98389.42,6/13/1996,1-URGENT,Clerk#000000368,0," fluffily packages. slow, unusual sentiments"
19111,66307,F,323743.64,10/5/1994,5-LOW,Clerk#000000410,0,symptotes cajole blithely carefully final pinto beans. slyly regular 
19136,68932,F,26043.64,8/5/1993,4-NOT SPECIFIED,Clerk#000000151,0,nding instructions cajole slyly regular deposits. express accounts are fu
19137,64526,O,115434.66,8/31/1995,1-URGENT,Clerk#000000569,0,final accounts alongside of the packages are blithely al
19138,123037,O,141752.81,9/6/1995,5-LOW,Clerk#000000992,0, about the carefully bold deposits are furiously 
19139,106588,F,167967.27,12/4/1993,4-NOT SPECIFIED,Clerk#000000748,0,thely even ideas promise carefully slyly b
19140,105178,F,308616.32,10/1/1994,3-MEDIUM,Clerk#000000120,0,wake pending asymptotes. quickly ironic ideas sleep alongside of th
19141,108376,F,18855.81,10/28/1992,4-NOT SPECIFIED,Clerk#000000310,0,lyly ironic pains nag slyly carefully pending plat
19142,17755,O,356125.81,9/19/1996,5-LOW,Clerk#000000821,0,es hang quickly about the iro
19143,36890,F,114581.89,11/5/1992,2-HIGH,Clerk#000000075,0,lar accounts cajole against t
19168,54241,O,106571.43,2/23/1997,5-LOW,Clerk#000000573,0,quickly ironic accounts cajole fluffily along the blith
19169,58189,O,288030.92,5/9/1997,4-NOT SPECIFIED,Clerk#000000193,0,unusual braids wake. regular requests sleep blithely slyly 
19170,111853,O,39746.36,5/4/1997,4-NOT SPECIFIED,Clerk#000000113,0,"hinly across the final, final deposits. unusual requests use. c"
19171,98392,O,193441.39,8/25/1996,1-URGENT,Clerk#000000900,0,ully. special requests use along the fl
19172,54142,O,330809.02,2/23/1996,4-NOT SPECIFIED,Clerk#000000878,0,"e about the special, even packages. fluffily final packag"
19173,35384,O,24955.15,10/20/1995,4-NOT SPECIFIED,Clerk#000000835,0,"eans. even, bold pinto beans above the blithely pend"
19174,90784,F,327826.53,7/17/1993,3-MEDIUM,Clerk#000000140,0," haggle pending, final dolphins. furiously regular pack"
19175,144628,F,154983.24,8/20/1994,5-LOW,Clerk#000000097,0,ests. slyly unusual excuses haggle furiously ironic orbits. furiously dogg
19200,4270,O,195882.07,7/27/1997,4-NOT SPECIFIED,Clerk#000000951,0, pinto beans haggle alongside of the slyly bold 
19201,32443,O,263676.15,6/5/1996,3-MEDIUM,Clerk#000000208,0,symptotes about the furiously final ideas wake furiously c
19202,13778,O,7583.98,7/16/1998,1-URGENT,Clerk#000000402,0,g platelets use care
19203,101881,O,93731.93,8/5/1996,4-NOT SPECIFIED,Clerk#000000829,0,symptotes. dolphins are slyly. fur
19204,49117,F,161416.4,9/19/1994,3-MEDIUM,Clerk#000000896,0,g slyly unusual dolph
19205,58309,F,246273.09,7/27/1993,3-MEDIUM,Clerk#000000951,0,the pending requests: blithely special c
19206,21547,F,200167,3/31/1993,5-LOW,Clerk#000000641,0,bold foxes sleep carefully. blithe
19207,9589,F,179820.67,3/16/1992,4-NOT SPECIFIED,Clerk#000000003,0,ackages sleep fluffily carefully ironi
19232,53461,F,165622.65,7/13/1994,5-LOW,Clerk#000000454,0, bold foxes. furiously final dugou
19233,140713,F,8525.33,12/7/1994,4-NOT SPECIFIED,Clerk#000000079,0,nusual packages. carefully blithe deposits a
19234,45928,F,174383.37,1/25/1994,2-HIGH,Clerk#000000917,0,uickly silent ideas use. quickly ironic packages cajole 
19235,146446,O,142793.59,3/23/1996,2-HIGH,Clerk#000000571,0,press theodolites. ironic accounts are. blithely final instructions acro
19236,98986,O,207159.99,2/4/1998,3-MEDIUM,Clerk#000000493,0,ithely carefully bold ideas. quickly pending de
19237,6934,P,290581.07,4/8/1995,4-NOT SPECIFIED,Clerk#000000800,0, wake blithely special packages. carefully final accounts
19238,139456,O,299444.63,3/15/1997,4-NOT SPECIFIED,Clerk#000000612,0, ironic ideas thrash slyly carefully bold courts? carefully 
19239,76961,O,65234.82,5/5/1996,1-URGENT,Clerk#000000661,0,equests boost. slyly silent deposits boo
19264,22561,O,209296.22,9/30/1995,2-HIGH,Clerk#000000508,0,ully unusual tithes sleep bold deposits. ironic asymp
19265,113497,O,296209.76,12/18/1996,4-NOT SPECIFIED,Clerk#000000436,0,ts cajole furiously furiously unusual accounts. carefully ironic depos
19266,133303,O,181510.15,8/17/1997,1-URGENT,Clerk#000000561,0,kages cajole never. regular cou
19267,3805,O,25015.57,2/26/1998,2-HIGH,Clerk#000000111,0, unusual theodolites
19268,41395,O,238859.91,3/27/1998,2-HIGH,Clerk#000000836,0,y regular foxes nag f
19269,25403,O,119311.24,7/28/1998,1-URGENT,Clerk#000000105,0,dencies: slyly ironic foxes after the
19270,39845,O,291142.07,11/19/1997,2-HIGH,Clerk#000000524,0,wake furiously. deposits use. express excuses according to the silen
19271,74038,O,155158.15,11/21/1996,5-LOW,Clerk#000000488,0,"dolites: pinto beans sleep furiously. ironic, regular pa"
19296,79354,F,279266.82,4/11/1993,2-HIGH,Clerk#000000182,0," beans-- ironic, unusual theodolites past the quickly ironic accounts cajole c"
19297,30869,O,85650.44,4/18/1996,4-NOT SPECIFIED,Clerk#000000278,0, ideas cajole carefully against the requests. carefully bold pa
19298,112784,O,184704.16,8/22/1997,4-NOT SPECIFIED,Clerk#000000698,0,ages. blithely special ideas after th
19299,4888,F,286506.83,3/19/1994,4-NOT SPECIFIED,Clerk#000000014,0,alongside of the carefully pending accounts. regular dependenci
19300,101450,F,179175.59,12/17/1994,1-URGENT,Clerk#000000755,0,nal requests mold quickly above the quic
19301,9230,F,131873.4,4/3/1992,4-NOT SPECIFIED,Clerk#000000853,0,beans haggle; regular packages boost quickly blithely bold accounts. final 
19302,21358,O,133063.3,6/26/1998,3-MEDIUM,Clerk#000000333,0,eposits wake into the carefully final request
19303,130918,F,174233.63,2/3/1993,1-URGENT,Clerk#000000820,0,ructions across the accounts are among the ironic accounts. blithely special 
19328,132074,O,212891.61,9/30/1997,2-HIGH,Clerk#000000657,0,uests engage across the ironic pinto be
19329,58049,F,83444.72,3/8/1993,4-NOT SPECIFIED,Clerk#000000887,0,y along the regular somas. quickly bold pains
19330,22295,O,161729.59,4/30/1997,4-NOT SPECIFIED,Clerk#000000341,0,egular packages wake id
19331,145654,O,70835.9,4/18/1997,1-URGENT,Clerk#000000521,0,e blithely. pinto beans sle
19332,127262,F,231708.7,2/29/1992,2-HIGH,Clerk#000000678,0,r sentiments after the slyly regular requests hag
